,rooms,area,rent,street,zip_code,latitude,longitude,rent_norm
111,2,65,11438,Elstarvej                     ,2500,55.657137,12.5004565,175.96923076923076
112,1,39,9900,Gl. Kongevej                  ,1850,55.6771559,12.5377572,253.84615384615384
113,5,140,21500,Nørrebrogade                  ,2200,55.6948854,12.5483318,153.57142857142858
114,2,68,11000,Vestre Teglgade               ,2450,55.6551874,12.548544,161.76470588235293
115,2,86,15999,Nytorv                        ,1450,55.6778296,12.5732055,186.03488372093022
116,1,14,5150,Rabarbervej                   ,2400,55.6961805,12.5240192,367.85714285714283
117,1,35,8618,Svend Trøsts Vej              ,1912,55.67942499999998,12.5514368,246.22857142857143
118,4,108,18000,Nygade                        ,1164,55.678251,12.5736504,166.66666666666666
119,7,158,23000,Bækkeskovvej                  ,2700,55.7028949,12.4934616,145.56962025316454
120,2,78,11000,Amagerbrogade                 ,2300,55.6541904,12.6111424,141.02564102564102
121,1,29,7400,Vanløse Allé                  ,2720,55.6884627,12.4943031,255.17241379310346
122,1,12,3900,Vermundsgade                  ,2100,55.7060314,12.552815,325.0
123,4,102,16224,Faste Batteri Vej             ,2300,55.6644927,12.5914391,159.05882352941177
124,3,65,13118,Njalsgade                     ,2300,55.6630951,12.5935843,201.8153846153846
125,1,21,5000,ja                            ,2500,55.6658351,12.5096978,238.0952380952381
126,2,77,12200,Clara Pontoppidans Vej        ,2500,55.65814169999999,12.5118759,158.44155844155844
127,1,35,7450,Lindgreens Allé               ,2300,55.66751499999999,12.621765,212.85714285714286
128,4,107,18500,Mariendalsvej                 ,2000,55.6909998,12.5318338,172.89719626168224
129,2,65,12500,Bomhusvej                     ,2100,55.72244,12.5577373,192.30769230769232
130,5,162,20235,Fiolstræde                    ,1171,55.6816853,12.5722237,124.9074074074074
131,2,115,18820,Islands Brygge                ,2300,55.6618119,12.5696679,163.65217391304347
132,3,96,14975,Theodore Roosevelts Vej       ,2450,55.6490514,12.5352729,155.98958333333334
133,1,40,8200,Peder Lykkes Vej              ,2300,55.65372190000001,12.6031793,205.0
134,4,177,26560,Nytorv                        ,1164,55.6777785,12.5734097,150.05649717514123
135,2,85,11500,Hultmannsvej                  ,2900,55.7437337,12.5727699,135.2941176470588
136,1,32,7334,Theklavej                     ,2400,55.70550189999999,12.5271191,229.1875
137,3,65,12799,Njalsgade                     ,2300,55.6630951,12.5935843,196.90769230769232
138,4,102,14000,Gadeladet                     ,2700,55.7071732,12.4915226,137.2549019607843
139,1,8,4500,Jægersborggade                ,2200,55.6923143,12.5442103,562.5
140,1,32,7450,Lindgreens Allé               ,2300,55.66751499999999,12.621765,232.8125
141,3,110,16500,Kastelsvej                    ,2100,55.69611620000001,12.5847604,150.0
142,7,291,25500,H.C. Andersens Boulevard      ,1553,55.6720313,12.5761123,87.62886597938144
143,1,20,6000,Sorgenfrigade                 ,2200,55.6955019,12.5453297,300.0
144,3,86,12807,Hannemanns Allé               ,2300,55.626185,12.5762249,148.91860465116278
145,6,231,31762,Nørre Voldgade                ,1358,55.684228,12.5725079,137.4978354978355
146,2,62,12097,Jane Addams Vej               ,2450,55.6582265,12.5605041,195.11290322580646
147,1,37,8584,Svend Trøsts Vej              ,1912,55.67942499999998,12.5514368,232.0
148,3,79,13118,Jernæblevej                   ,2500,55.66084129999999,12.5030899,166.0506329113924
149,3,105,15000,George Marshalls Vej          ,2450,55.65878,12.5626532,142.85714285714286
150,4,105,14800,Ørestads Boulevard            ,2300,55.6361249,12.5812123,140.95238095238096
151,3,108,14883,Peter Bangs Vej               ,2000,55.678166,12.493615,137.80555555555554
152,2,38,10600,Amerikavej                    ,1756,55.6689619,12.5419543,278.94736842105266
153,4,103,19995,Sjællandsgade                 ,2200,55.6930367,12.5519897,194.126213592233
154,3,90,15900,Schleppegrellsgade            ,2200,55.68987600000002,12.5643718,176.66666666666666
155,1,38,8607,Hans Knudsens Plads           ,2100,55.713941,12.5599257,226.5
156,1,23,7000,C.F. Richs Vej                ,2000,55.68671,12.5039269,304.3478260869565
157,4,147,18606,Frederiksborggade             ,1360,55.683053,12.5727149,126.57142857142857
158,7,214,33438,Amaliegade                    ,1256,55.6875904,12.5959552,156.25233644859813
159,1,36,7000,Elstarvej                     ,2500,55.6558982,12.5034846,194.44444444444446
160,4,126,20300,Willemoesgade                 ,2100,55.6985847,12.5857688,161.11111111111111
161,1,43,7640,Frederikssundsvej             ,2400,55.7012191,12.5357119,177.67441860465115
162,3,93,15500,Margretheholmsvej             ,1432,55.6856974,12.6156874,166.66666666666666
163,3,102,14995,Fajancegade                   ,2500,55.6651654,12.5106155,147.00980392156862
164,3,111,17000,Kronprinsessegade             ,1306,55.683567,12.5817716,153.15315315315314
165,1,49,8950,Domus Vista                   ,2000,55.6710648,12.5013936,182.6530612244898
166,2,40,10800,Amerikavej                    ,1756,55.6689619,12.5419543,270.0
167,1,54,10000,Nyborggade                    ,2100,55.70974,12.5795408,185.1851851851852
168,1,15,7000,Grøndalsvej                   ,2000,55.6883852,12.5088881,466.6666666666667
169,1,180,19800,Nørregade                     ,1165,55.6806586,12.5711746,110.0
170,2,63,10950,Børge Olsens Plads            ,2610,55.67117589999999,12.4728844,173.8095238095238
171,3,65,13832,Njalsgade                     ,2300,55.6630951,12.5935843,212.8
172,3,90,13466,Gyngemose Parkvej             ,2860,55.7261207,12.478513,149.62222222222223
173,4,119,20000,C V E Knuths Vej              ,2900,55.73273889999999,12.5617231,168.0672268907563
174,1,37,7700,Lærkevej                      ,2400,55.7017902,12.5305111,208.1081081081081
175,2,56,10475,Ørestads Boulevard            ,2300,55.636709,12.582897,187.05357142857142
176,1,15,6750,Gammel Kongevej               ,1850,55.67547250000002,12.5463479,450.0
177,2,79,13800,Alliancevej                   ,2450,55.648375,12.5530654,174.68354430379748
178,1,24,5999,Carl Th. Dreyers Vej          ,2500,55.66880030000001,12.4997413,249.95833333333334
179,1,32,6350,Gyngemose Parkvej             ,2860,55.7272197,12.4792895,198.4375
180,3,70,13250,Else Afelts Vej               ,2300,55.619128,12.5686257,189.28571428571428
181,1,43,7939,Frederikssundsvej             ,2400,55.7012191,12.5357119,184.62790697674419
182,3,73,9200,Grønnemose Alle               ,2860,55.7239129,12.5072853,126.02739726027397
183,10,501,90000,Søndermarksvej                ,2500,55.665369,12.5251856,179.64071856287424
184,2,64,10350,Else Alfelts Vej              ,2300,55.6174184,12.5663495,161.71875
185,1,37,7800,Peder Lykkes Vej              ,2300,55.65372190000001,12.6031793,210.8108108108108
186,5,162,20235,Fiolstræde                    ,1171,55.6816853,12.5722237,124.9074074074074
187,1,14,3900,ja                            ,2200,55.6928897,12.547805,278.57142857142856
188,4,107,17800,Islands Brygge                ,2300,55.66006059999999,12.5688409,166.3551401869159
189,4,105,14859,Elstarvej                     ,2500,55.6571957,12.5004255,141.5142857142857
190,2,63,11050,Else Alfelts Vej              ,2300,55.6174184,12.5663495,175.3968253968254
191,3,90,13950,Glostervej                    ,2500,55.6538587,12.5037334,155.0
192,1,60,11700,Siljangade                    ,2300,55.66874499999999,12.613605,195.0
193,5,131,16400,Halldór Laxness Vej           ,2300,55.6354026,12.5805186,125.19083969465649
194,2,56,11500,Michael Strunges Vej          ,2300,55.6653673,12.5989328,205.35714285714286
195,3,121,15106,Margretheholmsvej             ,1432,55.6841196,12.6152124,124.84297520661157
196,1,38,6700,Preben Kaas' Vænge            ,2000,55.68412619999999,12.502215,176.31578947368422
197,2,89,12815,Gyngemose Parkvej             ,2860,55.725437,12.4786249,143.98876404494382
198,3,87,13760,Bygmestervej,2400,55.7062046,12.5349399,158.16091954022988
199,4,105,17495,Nygade,1164,55.6781275,12.5734453,166.61904761904762
200,2,88,12480,Strandlodsvej,2300,55.66739,12.6202099,141.8181818181818
201,3,134,19000,Drosselvej,2000,55.6917007,12.5246777,141.7910447761194
202,4,92,15362,Margretheholmsvej,1432,55.6837106,12.6153714,166.97826086956522
203,3,111,19700,Anker Heegaards Gade,1571,55.67184349999999,12.5727964,177.47747747747746
204,5,140,19500,A.C. Meyers Vænge,2450,55.6503446,12.5409203,139.28571428571428
205,4,100,13800,Hannemanns Allé,2300,55.626185,12.5762249,138.0
206,4,114,15900,Lone Kellermanns Vej,2450,55.6456252,12.5482628,139.47368421052633
207,3,79,11350,Gadelandet,2700,55.7115422,12.4809887,143.67088607594937
208,1,35,6650,Rabarbervej,2400,55.6961805,12.5240192,190.0
209,4,111,17200,Vestre Teglgade,2450,55.6531338,12.5481159,154.95495495495496
210,1,28,8300,Njalsgade,2300,55.6635534,12.5909995,296.42857142857144
211,1,32,6250,Gyngemose Parkvej,2860,55.7272197,12.4792895,195.3125
212,2,90,13900,Axel Heides Gade,2300,55.659896,12.57005,154.44444444444446
213,2,74,14500,Nyhavn,1051,55.68021820000001,12.5902059,195.94594594594594
214,3,82,12400,Ørestad Boulevard,2300,55.6403311,12.5829753,151.21951219512195
215,1,29,6150,Gyngemose Parkvej,2860,55.7272847,12.4799332,212.06896551724137
216,1,35,8000,Katrinedalsvej,2720,55.688441,12.4914759,228.57142857142858
217,6,270,40365,Margrethevej,2900,55.734451,12.573912,149.5
218,1,56,7700,Elstarvej,2500,55.6558982,12.5034846,137.5
219,4,114,15800,Cylindervej,2450,55.6523094,12.5564647,138.59649122807016
220,5,114,16650,Gyldenrisvej,2300,55.640774,12.608928,146.05263157894737
221,3,124,18750,Kronprinsessegade,1308,55.6867364,12.5841335,151.20967741935485
222,1,14,7000,Doris Lessingsvej,2300,55.6371,12.5750122,500.0
223,3,98,16800,Strandvejen,2900,55.73071110000001,12.5764389,171.42857142857142
224,4,89,16000,Snorresgade,2300,55.6658784,12.5760455,179.77528089887642
225,3,105,15200,Axel Strøbyes Vej,2500,55.6597482,12.5117821,144.76190476190476
226,3,85,16950,Applebys Plads,1411,55.671032,12.585607,199.41176470588235
227,1,20,6000,Stenderupgade,1738,55.6649236,12.5434424,300.0
228,2,61,11721,Richard Mortensens Vej,2300,55.6218405,12.5721728,192.14754098360655
229,1,39,5937,Frederikssundsvej,2700,55.7077918,12.4853417,152.23076923076923
230,1,37,7800,Peder Lykkes Vej,2300,55.65372190000001,12.6031793,210.8108108108108
231,5,161,21627,Gammel Kongevej,1850,55.6750968,12.5482709,134.32919254658384
232,1,45,10000,Azaleavej,2000,55.6712639,12.5146373,222.22222222222223
233,3,65,12905,Njalsgade,2300,55.6630951,12.5935843,198.53846153846155
234,6,169,21900,Østerbrogade,2100,55.7003765,12.5778582,129.58579881656806
235,1,31,7400,Gl. Køge Landevej,2500,55.6557304,12.5115847,238.70967741935485
236,4,86,15995,Falkevej,2400,55.69874799999998,12.53532,185.98837209302326
237,1,36,7600,Mutzuvej,2500,55.65353409999999,12.5023863,211.11111111111111
238,4,95,17000,Lundtoftegade,2200,55.6974419,12.5386965,178.94736842105263
239,1,44,9454,Svend Trøsts Vej,1912,55.67942499999998,12.5514368,214.86363636363637
240,3,79,11250,Gadelandet,2700,55.7115422,12.4809887,142.40506329113924
241,4,151,29500,Vendersgade,1363,55.68517490000001,12.5652686,195.36423841059602
242,4,97,13300,Gyngemose Parkvej,2860,55.7273179,12.474743,137.11340206185568
243,5,195,24200,Robert Jacobsens Vej,2300,55.62042820000001,12.5727968,124.1025641025641
244,2,73,11950,Ørestads Boulevard,2300,55.6361249,12.5812123,163.6986301369863
245,3,85,16100,Mariendalsvej,2000,55.6909998,12.5318338,189.41176470588235
246,2,67,11050,Børge Olsens Plads,2610,55.67117589999999,12.4728844,164.92537313432837
247,2,70,13000,Bordeauxgade,2150,55.7066719,12.5957758,185.71428571428572
248,2,53,9450,Gadelandet,2700,55.7106205,12.4839747,178.30188679245282
249,2,52,10300,Storekær,2610,55.66518240000001,12.4548829,198.07692307692307
250,3,108,17565,Nytorv,1450,55.6777785,12.5734097,162.63888888888889
251,4,136,17500,A.C. Meyers Vænge,2450,55.651292,12.5421514,128.6764705882353
252,1,32,7334,Theklavej,2400,55.70550189999999,12.5271191,229.1875
253,6,169,25000,Irlandsvej,2300,55.6434286,12.6068988,147.92899408284023
254,1,35,6700,Preben Kaas' Vænge,2000,55.68412619999999,12.502215,191.42857142857142
255,1,49,12500,Rosenvængets Hovedvej,2100,55.7013125,12.5854108,255.10204081632654
256,4,117,15500,Valby Maskinfabriksvej,2500,55.6606233,12.5126126,132.47863247863248
257,4,130,14500,Digtergangen,2860,55.7384392,12.507797,111.53846153846153
258,4,102,15475,Ørestads Boulevard,2300,55.636709,12.582897,151.7156862745098
259,1,28,8800,Njalsgade,2300,55.6635534,12.5909995,314.2857142857143
260,4,140,18600,Martha Christensens Vej,2300,55.63817479999999,12.5815966,132.85714285714286
261,1,14,5150,Rabarbervej,2400,55.6961805,12.5240192,367.85714285714283
262,1,37,7700,Lærkevej,2400,55.7017902,12.5305111,208.1081081081081
263,4,101,13752,Hannemanns Allé,2300,55.626185,12.5762249,136.15841584158414
264,5,134,18000,Else Alfelts Vej,2300,55.619128,12.5686257,134.32835820895522
265,2,33,10400,Finsensvej,2000,55.6810725,12.5214046,315.1515151515151
266,3,81,13118,Ingrid Marievej,2500,55.6567609,12.5037915,161.9506172839506
267,5,309,65000,Galionsvej,1437,55.680716,12.6021319,210.3559870550162
268,2,58,12000,Vestre Teglgade,2450,55.6531338,12.5481159,206.89655172413794
269,3,119,17900,Knabrostræde,1210,55.6779854,12.5742545,150.42016806722688
270,3,69,12800,Robert Jacobsens Vej,2300,55.6202704,12.5734617,185.5072463768116
271,1,28,7488,Jorisvej,2300,55.645948,12.6361201,267.42857142857144
272,2,55,14000,Bjelkes Allé,2200,55.6920256,12.5457104,254.54545454545453
273,3,91,12750,Kaffevej,2610,55.6764212,12.436609,140.1098901098901
274,3,97,15999,Strandlodsvej,2300,55.664589,12.6226802,164.93814432989691
275,4,102,15475,Ørestads Boulevard,2300,55.636709,12.582897,151.7156862745098
276,5,99,14000,Møllevangen,2610,55.7051143,12.4353148,141.41414141414143
277,2,66,11100,Ørestad Boulevard,2300,55.6403311,12.5829753,168.1818181818182
278,3,143,18500,Vesterbrogade,1620,55.6726718,12.5584782,129.37062937062936
279,3,90,13240,Robert Jacobsens Vej,2300,55.6215844,12.5734099,147.11111111111111
280,4,110,17250,A.C. Meyers Vænge,2450,55.6514098,12.5418409,156.8181818181818
281,3,88,14100,Flydedokken,2450,55.6552264,12.5517857,160.22727272727272
282,4,96,14000,Hannemanns Allé,2300,55.626185,12.5762249,145.83333333333334
283,3,96,14500,Martha Christensens Vej,2300,55.63817479999999,12.5815966,151.04166666666666
284,1,35,8000,Lærkevej,2400,55.7017902,12.5305111,228.57142857142858
285,2,55,10500,Møllevangen,2610,55.7051143,12.4353148,190.9090909090909
286,3,89,13800,Pladehals Allé,2450,55.6555396,12.5482691,155.0561797752809
287,4,142,25150,Frederiksholms Kanal,1220,55.6757545,12.5751119,177.11267605633802
288,3,75,12700,Gyngemose Parkvej,2860,55.7275956,12.479145,169.33333333333334
289,4,101,15750,Teglholm Tværvej,2450,55.6497034,12.5504922,155.94059405940595
290,4,129,19400,Strandslodsvej,2300,55.6645926,12.6226752,150.3875968992248
291,2,66,12900,Nordre Frihavnsgade,2100,55.7010242,12.5805371,195.45454545454547
292,2,80,12826,Poul Reichhardts Vej,2500,55.65638680000001,12.509244,160.325
293,3,161,21000,Vesterbrogade,1620,55.6726718,12.5584782,130.43478260869566
294,1,25,7500,Vesterfællevej,1750,55.6669765,12.5394927,300.0
295,2,168,24000,Amagerbrogade,2300,55.665249,12.5994277,142.85714285714286
296,1,31,7800,C.F. Richs Vej,2000,55.68671,12.5039269,251.61290322580646
297,1,32,6350,Gyngemose Parkvej,2860,55.7272197,12.4792895,198.4375
298,3,169,17000,A. F. Beyers Vej,2720,55.6907575,12.5106755,100.59171597633136
299,2,51,10200,Gadelandet,2700,55.7104602,12.4844416,200.0
300,3,122,15800,Amagerbrogade,2300,55.6644419,12.6010825,129.50819672131146
301,4,102,17195,Falkevej,2400,55.69874799999998,12.53532,168.57843137254903
302,4,97,13300,Gyngemose Parkvej,2860,55.7273179,12.474743,137.11340206185568
303,3,81,17000,Solitudevej,2200,55.68995839999998,12.5545876,209.87654320987653
304,3,108,20200,Bordeauxgade,2150,55.7065907,12.5953517,187.03703703703704
305,3,99,16500,Belvederekaj,2450,55.6561779,12.5524752,166.66666666666666
306,3,81,17000,Solitudevej,2200,55.68995839999998,12.5545876,209.87654320987653
307,1,40,8200,Peder Lykkes Vej,2300,55.65372190000001,12.6031793,205.0
308,4,165,35000,Herluf Trolles Gade,1057,55.6792567,12.5893052,212.12121212121212
309,4,109,14040,Kaffevej,2610,55.67641279999999,12.4370807,128.80733944954127
310,3,95,17950,Amager Strandvej,2300,55.6588319,12.6336433,188.94736842105263
311,1,35,7400,Gl. Køge Landevej,2500,55.6557304,12.5115847,211.42857142857142
312,2,70,10900,Else Sørensens Vej,2610,55.68368220000001,12.4586118,155.71428571428572
313,2,62,10050,Kaffevej,2610,55.6764488,12.4364167,162.09677419354838
314,4,97,16120,Faste Batteri Vej,2300,55.6644927,12.5914391,166.18556701030928
315,2,68,12500,Klareboderne,1115,55.6812487,12.5788233,183.8235294117647
316,4,107,18400,Bomhusvej,2100,55.72244,12.5577373,171.9626168224299
317,3,69,11900,Amager Landevej,2770,55.6375574,12.6189139,172.46376811594203
318,2,63,11050,Børge Olsens Plads,2610,55.67117589999999,12.4728844,175.3968253968254
319,1,35,6700,Preben Kaas' Vænge,2000,55.68412619999999,12.502215,191.42857142857142
320,1,14,5150,Rabarbervej,2400,55.6961805,12.5240192,367.85714285714283
321,3,105,15995,Havneholmen,1561,55.6601326,12.5607638,152.33333333333334
322,4,90,14200,Nadine Gordimers Vej,2300,55.63595669999999,12.5771978,157.77777777777777
323,1,43,10000,Else Alfelts Vej,2300,55.6169586,12.5663611,232.5581395348837
324,2,128,18536,Antonigade,1112,55.6804198,12.5810851,144.8125
325,3,106,18700,Amager Strandvej,2300,55.6588319,12.6336433,176.41509433962264
326,1,47,8003,Rabarbervej,2400,55.69546219999999,12.5245579,170.27659574468086
327,4,123,19000,Dyrkøb,1166,55.6790029,12.5730684,154.47154471544715
328,5,140,16500,Dea Trier Mørchs Vej,2300,55.6364724,12.5812246,117.85714285714286
