Sagsnr,available_from,rooms,area,rent,per_area_price,address,zip_code,latitude,longitude
11803554,2022-12-15,5,166.0,20000,361.0,"Etta Camerons Vej 27, st., 2450 København SV",2450,55.6454488,12.54701513
11803637,2023-01-01,3,94.0,14500,463.0,"Dieselvej 38, 5. th. , st., 2450 København SV",2450,55.65123697,12.55516726
11803636,2023-03-01,5,132.0,18700,425.0,"Dieselvej 22, 4. tv. , st., 2450 København SV",2450,55.65139884,12.55539313
1770010305177009,2023-01-04,2,55.0,11900,649.0,"Emma Gads Vej 20, 5. th, 2300 København S",2300,55.63701608,12.58025869
1770010309177009,2022-11-29,1,31.0,7400,716.0,"Gl. Køge Landevej 40, 4. 407, 2500 Valby",2500,55.65571596,12.51155621
1770010310177009,2022-10-25,1,31.0,7400,716.0,"Gl. Køge Landevej 40, 4. 435, 2500 Valby",2500,55.65571596,12.51155621
11803639,2023-01-01,4,130.0,21400,494.0,"Applebys Plads 2, 3. tv., st., 1411 København K",1411,55.67102688,12.5856469
1770010313177009,2023-01-13,2,43.0,9800,684.0,"Poppelstykket 6, 4. 434, 2450 København SV",2450,55.6512869,12.51149568
1770010314177009,2023-03-06,5,107.0,16300,457.0,"Nadine Gordimers Vej 18, 2. th, 2300 København S",2300,55.63563482,12.57837225
228600003732286004,2022-12-13,3,112.0,16000,429.0,"Øresund Parkvej 14, 4. tv, 2300 København S",2300,55.66324992,12.62904759
1770010317177009,2023-01-23,5,114.0,16500,434.0,"Ørestads Boulevard 36, 1. 1, 2300 København S",2300,55.63968386,12.58268348
1770010318177009,2022-11-28,1,31.0,8600,832.0,"Amerikavej 19A, 2. 209, 1756 København V",1756,55.66899705,12.54217717
101435_270216,2023-02-01,3,104.0,14800,427.0,"Gammel Køge Landevej 20K, st., 2500 Valby",2500,55.66005216,12.51523388
1770010319177009,2022-11-24,2,59.0,11950,608.0,"Gertrude Steins Vej 24, 2. tv, 2300 København S",2300,55.63968386,12.58268348
1770010320177009,2022-11-17,3,83.0,12950,468.0,"Halldor Laxness Vej 19, st. mf, 2300 København S",2300,55.63701608,12.58025869
1770010323177009,2022-11-14,3,90.0,13400,447.0,"Halldor Laxness Vej 21, 4. tv, 2300 København S",2300,55.63701608,12.58025869
1770010329177009,2022-12-07,2,65.0,12950,598.0,"Gearhalsvej 2, st. tv, 2500 Valby",2500,55.65997581,12.51359617
1770010335177009,2023-04-05,2,62.0,11700,566.0,"Ejler Billes Allé 11, 2. 4, 2300 København S",2300,55.62195651,12.57283507
1770010322177009,2022-11-11,3,90.0,13200,440.0,"Halldor Laxness Vej 21, 2. tv, 2300 København S",2300,55.63701608,12.58025869
10-X00020723426001,2023-02-15,2,53.0,10900,606.0,"Ørestads Boulevard 49S, 4. 3, 2300 København S",2300,55.63614138,12.58291536
101436_270216,2022-11-15,3,99.0,15000,455.0,"Gammel Køge Landevej 22F, 2. tv, 2500 Valby",2500,55.65966709,12.51427936
101438_270216,2022-12-15,3,99.0,15450,468.0,"Lergravsvej 34, 5. tv, 2300 København S",2300,55.66363627,12.62374778
1770010358177009,2022-11-24,3,75.0,13200,528.0,"Emma Gads Vej 22, 1. tv, 2300 København S",2300,55.63701608,12.58025869
1770009755177009,2023-03-29,3,81.0,13600,504.0,"Bryrupvej 29G, 1., 2770 Kastrup",2770,55.6097207,12.58313844
10-X00020743426001,2023-02-01,4,99.0,14600,442.0,"Ørestads Boulevard 49B, 3. 5, 2300 København S",2300,55.63657896,12.58304572
86#86JC-000320,2023-02-01,2,108.0,16900,494.0,"Silkegade 17, 1. tv, 1113 København K",1113,55.68030857,12.58019531
1770010369177009,2022-12-06,1,29.0,7000,724.0,"Poul Reichhardts Vej 2B, st. 18, 2500 Valby",2500,55.65571596,12.51155621
1770010084177009,2022-11-11,1,34.0,7500,662.0,"Gl. Køge Landevej 40, 5. 518, 2500 Valby",2500,55.65571596,12.51155621
101439_270216,2023-02-01,1,69.0,11600,504.0,"Gammel Køge Landevej 22A, 5. 3, 2500 Valby",2500,55.65954305,12.51464219
86#86JC-000426,2023-01-01,4,110.0,14350,391.0,"Prags Boulevard 4, 1. tv, 2300 København S",2300,55.66468204,12.60106562
1770010373177009,2022-11-30,1,59.0,10650,542.0,"Ved Amagerbanen 37C, 1. mf, 2300 København S",2300,55.66530682,12.62658402
1770010374177009,2022-11-16,4,103.0,18500,539.0,"Jagtvej 66, 3. 3, 2200 København N",2200,55.69582295,12.55086729
1770010380177009,2022-12-08,4,100.0,16200,486.0,"Michael Strunges Vej 18, 7. tv, 2300 København S",2300,55.63759825,12.58153146
1770010381177009,2022-11-22,2,76.0,12400,489.0,"Michael Strunges Vej 18, 7. th, 2300 København S",2300,55.63759825,12.58153146
1770010382177009,2022-12-20,4,100.0,16700,501.0,"Michael Strunges Vej 18, 10. tv, 2300 København S",2300,55.63759825,12.58153146
1770010383177009,2022-12-27,2,76.0,12900,509.0,"Michael Strunges Vej 18, 10. th, 2300 København S",2300,55.63759825,12.58153146
10-X00020773426001,2023-02-01,2,76.0,11850,468.0,"Ørestads Boulevard 188, 7. 1, 2300 København S",2300,55.61987977,12.57494312
10-X00020783426001,2023-01-01,2,74.0,13000,527.0,"Robert Jacobsens Vej 59, 7. 3, 2300 København S",2300,55.61983677,12.57350437
11803568,2022-11-15,3,84.0,14000,500.0,"Holsteinsgade 8, st. TH, 2100 København Ø",2100,55.69861282,12.58256373
101441_270216,2022-12-01,3,85.0,14500,512.0,"Lergravsvej 38, 1. th, 2300 København S",2300,55.66372722,12.62421799
1770009257177009,2023-01-13,4,98.0,16100,493.0,"Teglholmsgade 56, 2. th, 2450 København SV",2450,55.64997671,12.55564083
1770010384177009,2023-02-28,1,29.0,7300,755.0,"Vanløse Allé 79, 2. 15, 2720 Vanløse",2720,55.68876217,12.49425254
1770010386177009,2022-12-05,1,29.0,7200,745.0,"Vanløse Allé 79, 1. 23, 2720 Vanløse",2720,55.68876217,12.49425254
1770010372177009,2022-12-15,4,134.0,23000,515.0,"Teglholmens Østkaj 61, 6. tv, 2450 København SV",2450,55.64917211,12.55463712
1770010387177009,2022-12-12,3,117.0,15200,380.0,"Amagerbrogade 245, 2. th, 2300 København S",2300,55.64600117,12.6147775
1770010388177009,2022-12-16,3,71.0,13500,570.0,"Else Alfelts Vej 60D, 4. tv, 2300 København S",2300,55.61935638,12.56837823
1770009998177009,2023-02-10,1,29.0,7200,745.0,"Vanløse Allé 79, 1. 39, 2720 Vanløse",2720,55.68876217,12.49425254
1770010034177009,2022-11-03,1,29.0,7450,771.0,"Vanløse Allé 79, 2. 26, 2720 Vanløse",2720,55.68876217,12.49425254
1770010060177009,2022-11-07,1,33.0,7450,677.0,"Vanløse Allé 79, 2. 30, 2720 Vanløse",2720,55.68876217,12.49425254
1770010099177009,2023-03-13,1,29.0,7300,755.0,"Vanløse Allé 79, 2. 34, 2720 Vanløse",2720,55.68876217,12.49425254
1770010332177009,2023-01-11,1,29.0,7300,755.0,"Vanløse Allé 79, 2. 28, 2720 Vanløse",2720,55.68876217,12.49425254
1770010389177009,2022-11-28,3,106.0,16300,461.0,"Teglholmens Østkaj 43, 3. tv, 2450 København SV",2450,55.64917211,12.55463712
1770009602177009,2022-11-30,1,29.0,7200,745.0,"Vanløse Allé 79, st. 6, 2720 Vanløse",2720,55.68876217,12.49425254
1770009729177009,2022-12-12,1,29.0,7200,745.0,"Vanløse Allé 79, st. 7, 2720 Vanløse",2720,55.68876217,12.49425254
1770008899177009,2022-11-03,1,31.0,7550,731.0,"Vanløse Allé 79, 3. 29, 2720 Vanløse",2720,55.68876217,12.49425254
1770009197177009,2022-12-20,1,30.0,7400,740.0,"Vanløse Allé 79, 3. 13, 2720 Vanløse",2720,55.68876217,12.49425254
1770009728177009,2022-12-05,1,29.0,7400,766.0,"Vanløse Allé 79, 3. 20, 2720 Vanløse",2720,55.68876217,12.49425254
1770010057177009,2023-01-04,1,29.0,7400,766.0,"Vanløse Allé 79, 3. 23, 2720 Vanløse",2720,55.68876217,12.49425254
1770010061177009,2023-01-02,1,29.0,7400,766.0,"Vanløse Allé 79, 3. 35, 2720 Vanløse",2720,55.68876217,12.49425254
1770010377177009,2022-12-20,1,35.0,7300,626.0,"Vanløse Allé 79, 2. 13, 2720 Vanløse",2720,55.68876217,12.49425254
1770009988177009,2023-01-17,1,29.0,7500,776.0,"Vanløse Allé 79, 4. 19, 2720 Vanløse",2720,55.68876217,12.49425254
1770010208177009,2023-03-01,1,29.0,7500,776.0,"Vanløse Allé 79, 4. 18, 2720 Vanløse",2720,55.68876217,12.49425254
1770010375177009,2023-02-20,1,33.0,7400,673.0,"Vanløse Allé 79, 3. 27, 2720 Vanløse",2720,55.68876217,12.49425254
1770010390177009,2022-12-16,3,90.0,17600,587.0,"Bordeauxgade 8, 3. tv, 2150 Nordhavn",2150,55.70690816,12.59568453
1770010391177009,2022-12-08,4,108.0,20900,581.0,"Göteborg Plads 11, 3. tv, 2150 Nordhavn",2150,55.70690816,12.59568453
1770010392177009,2023-02-15,3,91.0,17500,577.0,"Bordeauxgade 6, 2. tv, 2150 Nordhavn",2150,55.70690816,12.59568453
228600003752286004,2022-11-24,3,57.0,9000,468.0,"Blåmejsevej 8, 2791 Dragør",2791,55.56995765,12.60440262
1770007463177009,2022-11-03,1,79.0,15250,579.0,"Islands Brygge 79A, 4. 4 7504, 2300 København S",2300,55.65805204,12.56733906
1770009436177009,2022-11-03,1,79.0,15150,575.0,"Islands Brygge 79A, 2. 4 7304, 2300 København S",2300,55.65805204,12.56733906
1770009993177009,2022-11-03,1,81.0,15000,556.0,"Islands Brygge 79A, 2. 3 7303,, 2300 København S",2300,55.65805204,12.56733906
1770009440177009,2022-11-03,1,80.0,16150,606.0,"Islands Brygge 79A, 3. 1 7401, 2300 København S",2300,55.65805204,12.56733906
1770009986177009,2022-11-03,2,79.0,15900,604.0,"Islands Brygge 79A, 3. 4 7404, 2300 København S",2300,55.65805204,12.56733906
1770009951177009,2022-11-08,2,103.0,17900,521.0,"Islands Brygge 81E, 1. th 12202, 2300 København S",2300,55.65805204,12.56733906
1770009958177009,2022-11-03,2,103.0,18000,524.0,"Islands Brygge 81E, 2. th 12302, 2300 København S",2300,55.65805204,12.56733906
1770009857177009,2022-11-03,2,103.0,18100,527.0,"Islands Brygge 81E, 3. tv 12401, 2300 København S",2300,55.65805204,12.56733906
1770009982177009,2022-11-20,1,103.0,18900,550.0,"Islands Brygge 81C, 5. th 11602, 2300 København S",2300,55.65805204,12.56733906
1770010330177009,2022-11-10,2,103.0,18700,545.0,"Islands Brygge 81A, 4. tv 10501, 2300 København S",2300,55.65805204,12.56733906
1770010331177009,2022-11-03,2,103.0,18900,550.0,"Islands Brygge 81A, 5. tv 10601, 2300 København S",2300,55.65805204,12.56733906
1770010399177009,2022-11-30,2,63.0,12900,614.0,"Strandlodsvej 11E, 6. mf, 2300 København S",2300,55.66645737,12.62099821
1770010400177009,2022-12-19,2,63.0,12800,610.0,"Strandlodsvej 11E, 5. mf, 2300 København S",2300,55.66645737,12.62099821
1770009799177009,2022-12-07,4,120.0,16600,415.0,"Gearhalsvej 2, st. th, 2500 Valby",2500,55.65960732,12.51339913
1770010401177009,2022-11-16,1,30.0,7900,790.0,"Spaniensgade 11, 3. 4, 2300 København S",2300,55.66089966,12.60845133
1770010403177009,2022-11-24,1,30.0,8100,810.0,"Spaniensgade 7, st., 2300 København S",2300,55.66089966,12.60845133
1770010404177009,2023-01-13,1,31.0,8300,803.0,"Spaniensgade 11, st. 5, 2300 København S",2300,55.66089966,12.60845133
1770010405177009,2023-01-31,1,32.0,8400,788.0,"Spaniensgade 11, st. 1, 2300 København S",2300,55.66089966,12.60845133
1770010402177009,2022-11-30,1,31.0,8800,852.0,"Spaniensgade 11, 1. 4, 2300 København S",2300,55.66089966,12.60845133
1770010407177009,2023-02-16,1,31.0,8800,852.0,"Spaniensgade 11, 1. 2, 2300 København S",2300,55.66089966,12.60845133
1770010408177009,2022-12-13,1,39.0,10600,815.0,"Spaniensgade 11, 2. 10, 2300 København S",2300,55.66089966,12.60845133
1770010409177009,2023-01-16,1,31.0,8900,861.0,"Spaniensgade 11, 2. 2, 2300 København S",2300,55.66089966,12.60845133
1770010075177009,2022-11-04,2,64.0,13000,609.0,"Amager Strandvej 28A, 5. tv, 2300 København S",2300,55.66745506,12.62677992
10-X00020793426001,2022-11-04,4,139.0,17650,381.0,"Asger Jorns Allé 10T, 4., 2300 København S",2300,55.61974843,12.57400177
1770010299177009,2023-01-04,4,132.0,23500,534.0,"Teglholmens Østkaj 45, 5. tv, 2450 København SV",2450,55.64917211,12.55463712
1770010410177009,2022-12-13,3,69.0,14000,609.0,"Njalsgade 169, 1. 7, 2300 København S",2300,55.66355577,12.59040777
1770010412177009,2023-01-17,1,31.0,8800,852.0,"Njalsgade 155, 1. 106, 2300 København S",2300,55.66355577,12.59040777
1770010413177009,2022-12-13,3,92.0,15900,518.0,"Njalsgade 169, 4. 5, 2300 København S",2300,55.66355577,12.59040777
1770009949177009,2022-11-11,4,109.0,17500,482.0,"Amager Strandvej 28A, 3. th, 2300 København S",2300,55.66745506,12.62677992
1770010368177009,2023-03-01,4,116.0,18400,476.0,"Else Alfelts Vej 62B, 5. tv, 2300 København S",2300,55.61935638,12.56837823
1770010414177009,2022-11-14,3,84.0,13700,489.0,"Emma Gads Vej 20, 4. tv, 2300 København S",2300,55.63701608,12.58025869
1770009480177009,2022-11-07,1,29.0,7650,264.0,"Vanløse Allé 79, 4. 30, 2720 Vanløse",2720,55.68876217,12.49425254
1770010415177009,2022-12-06,1,29.0,7300,755.0,"Poul Bundgaards Vej 5, st. 12, 2500 Valby",2500,55.65926836,12.51011501
1770010416177009,2022-11-24,1,29.0,7800,807.0,"Poul Bundgaards Vej 5, 4. 91, 2500 Valby",2500,55.65926836,12.51011501
1770010188177009,2022-11-22,4,102.0,16900,497.0,"Teglholmens Østkaj 63, 5. th, 2450 København SV",2450,55.64917211,12.55463712
1770009992177009,2023-01-23,3,151.0,27950,555.0,"Islands Brygge 79A, 3. 6 7406, 2300 København S",2300,55.65805204,12.56733906
1770010371177009,2023-04-03,4,103.0,16600,483.0,"Teglholmens Østkaj 57, 4. tv, 2450 København SV",2450,55.64917211,12.55463712
1770009801177009,2022-11-07,4,103.0,14800,431.0,"Else Alfelts Vej 60D, 3. th, 2300 København S",2300,55.61935638,12.56837823
1770010123177009,2022-12-14,4,115.0,22700,592.0,"Sandkaj 27, 2. th, 2150 Nordhavn",2150,55.70690816,12.59568453
1770010333177009,2022-11-08,2,103.0,18900,550.0,"Islands Brygge 81A, 5. th 10602, 2300 København S",2300,55.65805204,12.56733906
1770010421177009,2023-01-19,1,35.0,7800,669.0,"Poppelstykket 6, 1. 103, 2450 København SV",2450,55.6512869,12.51149568
1770010419177009,2023-01-17,2,103.0,19300,562.0,"Islands Brygge 81A, 2. tv 10301, 2300 København S",2300,55.65805204,12.56733906
1770010422177009,2022-11-18,1,35.0,7800,669.0,"Poppelstykket 8, 1. 150, 2450 København SV",2450,55.6512869,12.51149568
1770010424177009,2022-11-29,1,35.0,7800,669.0,"Poppelstykket 8, 1. 160, 2450 København SV",2450,55.6512869,12.51149568
1770010426177009,2023-03-22,1,40.0,7500,562.0,"Poppelstykket 8, 1. 163, 2450 København SV",2450,55.6512869,12.51149568
1770010420177009,2022-11-08,2,103.0,18500,539.0,"Islands Brygge 79E, 2. th 9302, 2300 København S",2300,55.65805204,12.56733906
1770010427177009,2022-11-21,1,35.0,7850,673.0,"Poppelstykket 8, 4. 483, 2450 København SV",2450,55.6512869,12.51149568
1770010428177009,2023-01-24,2,43.0,9950,694.0,"Poppelstykket 8, 1. 167, 2450 København SV",2450,55.6512869,12.51149568
1770010429177009,2022-12-06,1,35.0,7900,677.0,"Poppelstykket 6, 3. 304, 2450 København SV",2450,55.6512869,12.51149568
1770010431177009,2022-12-06,2,43.0,10250,715.0,"Poppelstykket 8, 3. 367, 2450 København SV",2450,55.6512869,12.51149568
1770010433177009,2023-01-19,1,35.0,7800,669.0,"Poppelstykket 8, 3. 373, 2450 København SV",2450,55.6512869,12.51149568
1770010434177009,2022-11-22,1,35.0,7950,681.0,"Poppelstykket 8, 4. 455, 2450 København SV",2450,55.6512869,12.51149568
1770010435177009,2022-12-06,1,35.0,7800,669.0,"Poppelstykket 8, 3. 377, 2450 København SV",2450,55.6512869,12.51149568
101443_270216,2023-02-01,3,85.0,14300,505.0,"Lergravsvej 34, st. th, 2300 København S",2300,55.66363627,12.62374778
1770008689177009,2023-03-27,5,111.0,16200,438.0,"Else Alfelts Vej 66E, 2. tv, 2300 København S",2300,55.61935638,12.56837823
1770010451177009,2022-12-19,2,59.0,13000,661.0,"Strandlodsvej 27K, 7. mf, 2300 København S",2300,55.66645737,12.62099821
1770006981177009,2022-12-01,4,98.0,15900,487.0,"Teglholmsgade 72, 1. tv, 2450 København SV",2450,55.64997671,12.55564083
1770010455177009,2022-12-05,1,44.0,8800,600.0,"Søndre Fasanvej 90, 4. 425, 2500 Valby",2500,55.66769246,12.51667676
1770010457177009,2023-02-13,4,103.0,14900,434.0,"Else Alfelts Vej 66C, 2. tv, 2300 København S",2300,55.61935638,12.56837823
1770010458177009,2023-01-17,4,92.0,14700,479.0,"Else Alfelts Vej 62B, st. th, 2300 København S",2300,55.61935638,12.56837823
11803649,2023-02-01,4,139.0,22500,486.0,"Applebys Plads 6, st. th, 1411 København K",1411,55.67126339,12.58431457
11803651,2023-02-01,3,96.0,16900,528.0,"Marmorvej 7B, st. TV, 2100 København Ø",2100,55.7037962,12.59457596
11803654,2023-02-01,4,91.0,16500,544.0,"Dieselvej 14, st. TV, 2450 København SV",2450,55.65132821,12.55527079
11803658,2023-04-01,3,76.0,13000,513.0,"A.C. Meyers Vænge 148, st., 2450 København SV",2450,55.65153135,12.54134815
11803659,2023-02-01,3,97.0,14200,439.0,"A.C. Meyers Vænge 154, st., 2450 København SV",2450,55.65166131,12.54147168
11803660,2023-02-01,4,111.0,16700,451.0,"Nordre Teglkaj 14, st., 2450 København SV",2450,55.65419853,12.54984208
11803661,2023-02-01,4,99.0,16300,494.0,"Nordre Teglkaj 44, st., 2450 København SV",2450,55.65392468,12.54955201
11803662,2023-01-01,4,120.0,20250,506.0,"Applebys Plads 27, st., 1411 København K",1411,55.67055958,12.58521622
11803663,2023-02-01,3,100.0,17600,528.0,"Marmorvej 11B, st., 2100 København Ø",2100,55.70451505,12.59389965
11803667,2023-02-01,3,99.0,17900,542.0,"Marmorvej 23, st., 2100 København Ø",2100,55.70405751,12.59562819
11803668,2022-12-01,3,102.0,18100,532.0,"Marmorvej 49, st., 2100 København Ø",2100,55.70395187,12.59635767
11803669,2023-02-01,4,129.0,22400,521.0,"Marmorvej 27, st., 2100 København Ø",2100,55.70427166,12.59532573
1770010307177009,2023-02-21,4,103.0,14800,431.0,"Else Alfelts Vej 66B, 1. th, 2300 København S",2300,55.61935638,12.56837823
1770010459177009,2023-03-06,1,45.0,11200,747.0,"Poul Bundgaards Vej 5, 5. 118, 2500 Valby",2500,55.65926836,12.51011501
1770010460177009,2023-01-23,4,109.0,17600,484.0,"Amager Strandvej 28A, 5. th, 2300 København S",2300,55.66745506,12.62677992
1770010462177009,2023-03-23,4,103.0,16200,472.0,"Else Alfelts Vej 62A, 3. tv, 2300 København S",2300,55.61935638,12.56837823
1770007643177009,2023-01-04,4,99.0,15700,476.0,"Teglholmsgade 76, 4. tv, 2450 København SV",2450,55.64997671,12.55564083
1770008947177009,2022-11-30,2,65.0,12200,563.0,"Richard Mortensens Vej 58, 4. 3, 2300 København S",2300,55.61902607,12.57070695
1770010207177009,2023-02-24,4,133.0,20900,471.0,"Bjelkes Allé 20, 4., 2200 København N",2200,55.69284985,12.54508262
1770010303177009,2023-04-05,3,137.0,35000,766.0,"Islands Brygge 79A, 6. tv 7701, 2300 København S",2300,55.65805204,12.56733906
1770010328177009,2022-11-10,2,103.0,19400,565.0,"Islands Brygge 79E, 4. th 9502, 2300 København S",2300,55.65805204,12.56733906
1770010472177009,2022-11-28,3,88.0,14600,498.0,"Strandlodsvej 27C, 1. tv, 2300 København S",2300,55.66645737,12.62099821
1770009105177009,2023-03-29,1,94.0,17200,549.0,"Drechselsgade 4A, 1. tv 6201, 2300 København S",2300,55.65805204,12.56733906
1770009113177009,2023-03-29,2,167.0,27300,490.0,"Islands Brygge 79C, 5. th 8601, 2300 København S",2300,55.65805204,12.56733906
1770010476177009,2023-01-24,3,66.0,12600,573.0,"Gertrude Steins Vej 30, 4. th, 2300 København S",2300,55.63968386,12.58268348
17-X00014143532001,2022-12-01,3,84.0,11150,398.0,"Midtfløjene 18X, 2. 2, 2700 Brønshøj",2700,55.71966159,12.48170721
11803736,2022-12-01,3,111.0,18000,486.0,"Århusgade 142, st. MF, 2150 Nordhavn",2150,55.70766809,12.59612213
11803737,2023-02-01,3,78.0,16500,635.0,"Olivia Hansens Gade 13, st., 1799 København V",1799,55.66559869,12.5320812
1770010500177009,2023-01-04,4,119.0,18900,476.0,"Teglholmens Østkaj 51, 4. mf, 2450 København SV",2450,55.64917211,12.55463712
1770010502177009,2023-02-01,4,100.0,16800,504.0,"Strandlodsvej 27E, 2. tv, 2300 København S",2300,55.66645737,12.62099821
1770010503177009,2022-11-30,2,66.0,12700,577.0,"Strandlodsvej 11H, 2. tv, 2300 København S",2300,55.66645737,12.62099821
1770008769177009,2022-12-27,3,90.0,15500,517.0,"Teglholmens Østkaj 37, st. th, 2450 København SV",2450,55.64917211,12.55463712
1770010370177009,2023-02-21,3,109.0,16700,460.0,"Teglholmens Østkaj 53, . 1, 2450 København SV",2450,55.64917211,12.55463712
1770010229177009,2022-11-22,3,103.0,16500,481.0,"Teglholmens Østkaj 61, 3. mf, 2450 København SV",2450,55.64917211,12.55463712
101449_270216,2023-02-01,3,89.0,15000,506.0,"Gammel Køge Landevej 22T, 6. tv, 2500 Valby",2500,55.65918556,12.51448311
17-X00014163532001,2022-11-30,3,69.0,10500,457.0,"Midtfløjene 18V, 2. 2, 2700 Brønshøj",2700,55.7195034,12.48160376
1770008476177009,2023-02-02,3,127.0,24900,588.0,"Bryghuspladsen 8, . 501, 1473 København K",1473,55.67210396,12.57891196
1770008933177009,2023-01-19,4,96.0,16600,519.0,"Strandlodsvej 11K, 1. tv, 2300 København S",2300,55.66645737,12.62099821
1770010525177009,2023-01-20,2,60.0,12900,645.0,"Strandlodsvej 11G, 4. mf, 2300 København S",2300,55.66645737,12.62099821
1770010480177009,2023-03-08,1,33.0,6300,573.0,"Kobbelvænget 72C, st. 14, 2700 Brønshøj",2700,55.71079535,12.48073651
1770010481177009,2023-01-30,1,31.0,6000,581.0,"Kobbelvænget 72C, st. 21, 2700 Brønshøj",2700,55.71079535,12.48073651
1770010483177009,2022-12-02,1,36.0,6650,554.0,"Kobbelvænget 72C, st. 27, 2700 Brønshøj",2700,55.71079535,12.48073651
1770010484177009,2023-03-24,1,31.0,6000,581.0,"Kobbelvænget 72C, 1. 28, 2700 Brønshøj",2700,55.71079535,12.48073651
1770010485177009,2022-11-29,1,31.0,6000,581.0,"Kobbelvænget 72C, 1. 7, 2700 Brønshøj",2700,55.71079535,12.48073651
1770010486177009,2023-03-21,1,31.0,6000,581.0,"Kobbelvænget 72C, 1. 20, 2700 Brønshøj",2700,55.71079535,12.48073651
1770010487177009,2023-04-04,1,45.0,8300,553.0,"Kobbelvænget 72C, 2. 11, 2700 Brønshøj",2700,55.71079535,12.48073651
1770010488177009,2023-01-12,2,51.0,9500,559.0,"Kobbelvænget 72C, 5. 7, 2700 Brønshøj",2700,55.71079535,12.48073651
1770010489177009,2022-12-06,2,47.0,9100,581.0,"Kobbelvænget 72C, 5. 6, 2700 Brønshøj",2700,55.71079535,12.48073651
1770010490177009,2023-03-06,2,53.0,9450,535.0,"Gadelandet 24P, 2700 Brønshøj",2700,55.71079535,12.48073651
1770010491177009,2023-01-30,2,53.0,9450,535.0,"Gadelandet 24L, 2700 Brønshøj",2700,55.71079535,12.48073651
1770010492177009,2023-01-12,2,53.0,9450,535.0,"Gadelandet 24F, 2700 Brønshøj",2700,55.71079535,12.48073651
1770010493177009,2023-03-01,4,102.0,14000,412.0,"Gadelandet 24S, 1. tv, 2700 Brønshøj",2700,55.71079535,12.48073651
1770010494177009,2023-04-04,4,102.0,14000,412.0,"Gadelandet 24K, 1. th, 2700 Brønshøj",2700,55.71079535,12.48073651
1770010495177009,2023-04-04,4,111.0,14500,392.0,"Gadelandet 24A, 1. th, 2700 Brønshøj",2700,55.71079535,12.48073651
1770010496177009,2023-04-04,3,77.0,12000,468.0,"Gadelandet 26A, 1. tv, 2700 Brønshøj",2700,55.71079535,12.48073651
1770010497177009,2023-04-04,2,52.0,10100,583.0,"Gadelandet 26A, 1. mf, 2700 Brønshøj",2700,55.71079535,12.48073651
1770010498177009,2023-01-04,3,90.0,12400,413.0,"Gadelandet 26B, 3. tv, 2700 Brønshøj",2700,55.71079535,12.48073651
1770010504177009,2023-02-15,2,57.0,10400,547.0,"Gadelandet 26B, 3. mf, 2700 Brønshøj",2700,55.71079535,12.48073651
1770010505177009,2022-11-29,3,80.0,12050,452.0,"Gadelandet 26B, 3. th, 2700 Brønshøj",2700,55.71079535,12.48073651
1770010334177009,2022-11-18,1,81.0,15750,583.0,"Islands Brygge 79A, 5. 2 7602, 2300 København S",2300,55.65805204,12.56733906
1770010527177009,2022-12-05,1,79.0,16600,630.0,"Islands Brygge 79A, 4. 7 7507, 2300 København S",2300,55.65805204,12.56733906
1770010217177009,2023-02-23,2,55.0,11950,652.0,"Emma Gads Vej 9A, 4. tv, 2300 København S",2300,55.63608991,12.57720853
1770010537177009,2023-01-17,3,70.0,14000,400.0,"Njalsgade 169, 1. 8, 2300 København S",2300,55.66350432,12.59128306
1770010539177009,2022-12-05,1,32.0,8800,550.0,"Njalsgade 155, 2. 202, 2300 København S",2300,55.66403876,12.59012991
1770007165177009,2022-12-06,1,52.0,10600,612.0,"Ved Amagerbanen 37C, 1. tv, 2300 København S",2300,55.66530682,12.62658402
3173170000344,2023-02-03,5,153.0,23000,451.0,"Robert Jacobsens Vej 78, 8. p4, 2300 København S",2300,55.6171277,12.57205823
1770006708177009,2022-12-30,1,35.0,7700,660.0,"Gammel Jernbanevej 29, 3. 27, 2500 Valby",2500,55.66392043,12.51824872
1770008605177009,2022-11-27,1,58.0,10900,564.0,"Ved Amagerbanen 37A, 3. mf, 2300 København S",2300,55.66530682,12.62658402
1770010558177009,2023-04-05,3,157.0,26500,506.0,"Bryghuspladsen 8, 5. 504, 1473 København K",1473,55.67210396,12.57891196
101451_270216,2023-03-01,3,102.0,15000,441.0,"Gammel Køge Landevej 20P, 4. tv, 2500 Valby",2500,55.6597368,12.51497717
1770007604177009,2022-12-07,2,61.0,12200,600.0,"Nadine Gordimers Vej 15, 2. tv, 2300 København S",2300,55.63608991,12.57720853
1770009074177009,2023-02-23,5,117.0,17100,438.0,"Richard Mortensens Vej 58, 5. 1, 2300 København S",2300,55.61902607,12.57070695
1770009483177009,2023-03-06,5,119.0,17000,429.0,"Richard Mortensens Vej 55, 3. th, 2300 København S",2300,55.61902607,12.57070695
1770007379177009,2023-02-08,3,98.0,15500,474.0,"Strandlodsvej 17E, 5. tv, 2300 København S",2300,55.66469902,12.62250075
1770010563177009,2022-12-06,3,84.0,12950,462.0,"Nadine Gordimers Vej 18, 1. th, 2300 København S",2300,55.63580377,12.57813008
1770010566177009,2022-12-19,3,83.0,15500,560.0,"Strandlodsvej 27G, 4. tv, 2300 København S",2300,55.6663884,12.62388723
1770010572177009,2022-11-18,2,55.0,11950,652.0,"Emma Gads Vej 9A, 2. tv, 2300 København S",2300,55.6360713,12.57892828
