Sagsnr,available_from,rooms,area,rent,per_area_price,address,zip_code,latitude,longitude
1770009039177009,2022-07-05,5,105.0,16900,483.0,"Else Alfelts Vej 57, 6. th, 2300 København S",2300,55.61902607,12.57070695
1770009042177009,2022-07-13,1,32.0,7000,656.0,"Gl. Køge Landevej 40, 1. 121, 2500 Valby",2500,55.65571596,12.51155621
1770009045177009,2022-09-06,1,46.0,10900,711.0,"Poul Bundgaards Vej 5, 5. 119, 2500 Valby",2500,55.65926836,12.51011501
1770009046177009,2022-07-25,3,72.0,12900,538.0,"Richard Mortensens Vej 55, 2. tv, 2300 København S",2300,55.61902607,12.57070695
1770009044177009,2022-07-25,2,53.0,11600,642.0,"Ejler Billes Allé 11, 2. 3, 2300 København S",2300,55.62195651,12.57283507
1770009048177009,2022-07-26,2,56.0,11950,640.0,"Emma Gads Vej 20, st. tv, 2300 København S",2300,55.63701608,12.58025869
1770009047177009,2022-07-13,1,31.0,6900,668.0,"Poul Reichhardts Vej 2B, st. 20, 2500 Valby",2500,55.65571596,12.51155621
1770009050177009,2022-08-11,1,35.0,7100,609.0,"Gl. Køge Landevej 40, 1. 134, 2500 Valby",2500,55.65571596,12.51155621
1770009060177009,2022-08-03,3,94.0,14700,469.0,"Ørestads Boulevard 36, 11. 2, 2300 København S",2300,55.63968386,12.58268348
1770009061177009,2022-08-04,4,114.0,15300,403.0,"Ejler Billes Allé 43, 2. 2, 2300 København S",2300,55.62195651,12.57283507
1770009040177009,2022-07-14,4,81.0,13900,515.0,"Emma Gads Vej 16, 2. mf, 2300 København S",2300,55.63701608,12.58025869
1770009063177009,2022-08-01,2,54.0,11950,664.0,"Gertrude Steins Vej 22, 1. th, 2300 København S",2300,55.63933418,12.58247713
1770009065177009,2022-07-24,3,76.0,13900,549.0,"Nadine Gordimers Vej 18, 3. tv, 2300 København S",2300,55.63563482,12.57837225
1770009067177009,2022-08-21,5,123.0,16200,395.0,"Robert Jacobsens Vej 26F, 2300 København S",2300,55.62195651,12.57283507
10-X00019463426001,2022-10-01,4,119.0,15300,386.0,"Ørestads Boulevard 49B, 6. 7, 2300 København S",2300,55.63657896,12.58304572
10-X00019473426001,2022-10-01,2,62.0,10500,508.0,"Ørestads Boulevard 49B, 2. 1, 2300 København S",2300,55.63657896,12.58304572
10-X00019483426001,2022-09-01,2,74.0,10500,426.0,"Ørestads Boulevard 49B, 3. 4, 2300 København S",2300,55.63657896,12.58304572
10-X00019493426001,2022-09-01,2,74.0,10900,442.0,"Ørestads Boulevard 49B, 4. 8, 2300 København S",2300,55.63657896,12.58304572
10-X00019513426001,2022-10-01,2,53.0,10500,594.0,"Ørestads Boulevard 49T, 5. 2, 2300 København S",2300,55.63610355,12.58331121
10-X00019523426001,2022-11-01,4,123.0,14900,363.0,"Ørestads Boulevard 49S, 4. 8, 2300 København S",2300,55.63614138,12.58291536
10-X00019533426001,2022-10-01,2,74.0,11900,482.0,"Asger Jorns Allé 8, 7. 3, 2300 København S",2300,55.62001269,12.57409782
1770009075177009,2022-07-14,4,103.0,14900,434.0,"Richard Mortensens Vej 78E, 3. th., 2300 København S",2300,55.61775628,12.56884475
1770009080177009,2022-09-27,3,104.0,13900,401.0,"Else Alfelts Vej 80, 1. th, 2300 København S",2300,55.61775628,12.56884475
1770009081177009,2022-10-04,1,40.0,8200,615.0,"Poppelstykket 6, 2. 209, 2450 København SV",2450,55.6512869,12.51149568
1770009082177009,2022-07-13,2,43.0,10200,712.0,"Poppelstykket 8, 2. 262, 2450 København SV",2450,55.6512869,12.51149568
1770009083177009,2022-09-11,4,143.0,22500,472.0,"Margretheholmsvej 74, 1. th, 1432 København K",1432,55.68666029,12.61543207
1770009085177009,2022-08-10,4,114.0,15400,405.0,"Robert Jacobsens Vej 28, 3. 2, 2300 København S",2300,55.62195651,12.57283507
1770009088177009,2022-08-10,3,84.0,12900,461.0,"Robert Jacobsens Vej 28, 2. 3, 2300 København S",2300,55.62195651,12.57283507
1770009086177009,2022-07-25,4,114.0,15400,318.0,"Ejler Billes Allé 43, 3. 2, 2300 København S",2300,55.62195651,12.57283507
1770009084177009,2022-07-21,4,121.0,14700,364.0,"Robert Jacobsens Vej 43, st., 2300 København S",2300,55.62195651,12.57283507
1770009089177009,2022-07-21,2,61.0,11600,570.0,"Robert Jacobsens Vej 28, 2. 1, 2300 København S",2300,55.62195651,12.57283507
4734730000034,2022-08-30,,103.0,22500,655.0,"Wilders Plads 7, 1., 1403 København K",1403,55.67592123,12.59315056
4734730000033,2023-01-02,3,138.0,27000,587.0,"Wilders Plads 7, 2., 1403 København K",1403,55.67592123,12.59315056
1770009097177009,2022-09-11,3,68.0,12700,560.0,"Gertrude Steins Vej 26, st. th, 2300 København S",2300,55.63968386,12.58268348
1770009118177009,2022-08-18,4,85.0,13600,480.0,"Emma Gads Vej 3, 1. th, 2300 København S",2300,55.63563482,12.57837225
1770009123177009,2022-07-20,4,100.0,16900,507.0,"Strandlodsvej 27E, 3. tv, 2300 København S",2300,55.66645737,12.62099821
1770009124177009,2022-07-19,3,87.0,14700,507.0,"Strandlodsvej 27H, 1. 4, 2300 København S",2300,55.66645737,12.62099821
1770009125177009,2022-07-12,3,91.0,15000,495.0,"Strandlodsvej 11N, 4. th, 2300 København S",2300,55.66645737,12.62099821
1770009120177009,2022-08-03,2,66.0,12700,577.0,"Strandlodsvej 27E, 1. th, 2300 København S",2300,55.66645737,12.62099821
1770009126177009,2022-09-22,4,95.0,17000,537.0,"Strandlodsvej 27H, 2. th, 2300 København S",2300,55.66645737,12.62099821
1770009127177009,2022-07-19,3,85.0,14800,522.0,"Strandlodsvej 11M, 2. tv, 2300 København S",2300,55.66645737,12.62099821
1770009130177009,2022-09-26,3,84.0,14600,521.0,"Strandlodsvej 11D, 1. th, 2300 København S",2300,55.66645737,12.62099821
1770009128177009,2022-09-06,4,100.0,16700,501.0,"Strandlodsvej 11G, 2. tv, 2300 København S",2300,55.66645737,12.62099821
1770009131177009,2022-07-18,2,66.0,12900,586.0,"Strandlodsvej 11H, 3. tv, 2300 København S",2300,55.66645737,12.62099821
1770009133177009,2022-08-11,2,60.0,12500,625.0,"C. F. Møllers Allé 55, 4. th, 2300 København S",2300,55.63563482,12.57837225
11803002,2022-08-01,4,132.0,21500,489.0,"Applebys Plads 2, 4. th, 1411 København K",1411,55.67102346,12.58393717
1770009144177009,2022-09-15,3,65.0,12500,577.0,"Nadine Gordimers Vej 16, 1. mf, 2300 København S",2300,55.63563482,12.57837225
1770009159177009,2022-08-16,4,84.0,13900,496.0,"C. F. Møllers Allé 63, 2. tv, 2300 København S",2300,55.63563482,12.57837225
1770009160177009,2022-07-21,4,114.0,17500,461.0,"Halldór Laxness Vej 40, 4. tv, 2300 København S",2300,55.63759825,12.58153146
1770009161177009,2022-09-23,4,97.0,16100,498.0,"Halldór Laxness Vej 14, 3. tv, 2300 København S",2300,55.63759825,12.58153146
1770009163177009,2023-02-16,3,95.0,14900,471.0,"Michael Strunges Vej 18, 9. mf, 2300 København S",2300,55.63759825,12.58153146
10-X00019603426001,2022-08-15,3,90.0,13200,440.0,"Robert Jacobsens Vej 57, 3. 2, 2300 København S",2300,55.62007231,12.57357969
10-X00019613426001,2022-09-01,2,74.0,11500,466.0,"Ørestads Boulevard 49B, 5. 4, 2300 København S",2300,55.63657896,12.58304572
1770009171177009,2022-08-30,1,29.0,7600,786.0,"Poul Bundgaards Vej 5, 2. 64, 2500 Valby",2500,55.65571596,12.51155621
1770009172177009,2022-09-16,1,29.0,7800,807.0,"Poul Bundgaards Vej 5, 4. 92, 2500 Valby",2500,55.65571596,12.51155621
1770009173177009,2022-09-16,1,29.0,7800,807.0,"Poul Bundgaards Vej 5, 4. 104, 2500 Valby",2500,55.65571596,12.51155621
1770009176177009,2022-07-19,3,72.0,13200,550.0,"Gertrude Steins Vej 32, 2. 1, 2300 København S",2300,55.63968386,12.58268348
1770009179177009,2022-09-05,1,45.0,10900,727.0,"Poul Bundgaards Vej 5, 5. 122, 2500 Valby",2500,55.65571596,12.51155621
1770009182177009,2022-07-21,4,105.0,16900,483.0,"Strandlodsvej 11M, 3. th, 2300 København S",2300,55.66645737,12.62099821
1770009183177009,2022-07-29,1,32.0,7200,675.0,"Gl. Køge Landevej 40, 2. 227, 2500 Valby",2500,55.65571596,12.51155621
228600003592286004,2022-09-15,3,109.0,17000,468.0,"Sundby Parkvej 1, st. tv, 2300 København S",2300,55.66232513,12.62959629
1770009186177009,2022-09-09,1,31.0,7500,726.0,"Gl. Køge Landevej 40, 5. 521, 2500 Valby",2500,55.65571596,12.51155621
1770009184177009,2022-08-11,1,33.0,7300,664.0,"Gl. Køge Landevej 40, 2. 235, 2500 Valby",2500,55.65571596,12.51155621
1770009195177009,2022-08-02,2,57.0,11950,629.0,"Gertrude Steins Vej 38, 2. tv, 2300 København S",2300,55.63968386,12.58268348
1770009073177009,2022-09-15,1,29.0,7800,807.0,"Poul Bundgaards Vej 5, 4. 109, 2500 Valby",2500,55.65571596,12.51155621
1770009211177009,2022-08-22,1,33.0,9850,597.0,"Dybbølsbro 1, 10. 5, 1577 København V",1577,55.66365479,12.56018228
1770009217177009,2022-07-19,1,33.0,9850,597.0,"Dybbølsbro 1, 12. 8, 1577 København V",1577,55.66365479,12.56018228
1770009218177009,2022-08-22,1,33.0,9550,579.0,"Dybbølsbro 1, 13. 4, 1577 København V",1577,55.66365479,12.56018228
1770009219177009,2022-07-19,1,33.0,9050,548.0,"Dybbølsbro 1, 13. 6, 1577 København V",1577,55.66365479,12.56018228
1770009220177009,2022-08-22,1,33.0,9050,548.0,"Dybbølsbro 1, 14. 7, 1577 København V",1577,55.66365479,12.56018228
1770009221177009,2022-07-19,1,33.0,9050,548.0,"Dybbølsbro 1, 14. 10, 1577 København V",1577,55.66365479,12.56018228
1770009223177009,2022-07-19,1,33.0,9850,597.0,"Dybbølsbro 1, 15. 7, 1577 København V",1577,55.66365479,12.56018228
1770009224177009,2022-07-19,1,33.0,9850,597.0,"Dybbølsbro 1, 16. dør 6 1, 16. 6, 1577 København V",1577,55.66365479,12.56018228
1770009225177009,2022-08-22,1,33.0,9850,597.0,"Dybbølsbro 1, 18. 7, 1577 København V",1577,55.66365479,12.56018228
1770009239177009,2022-07-20,2,66.0,11500,523.0,"Richard Mortensens Vej 57, st. th, 2300 København S",2300,55.61902607,12.57070695
1770009241177009,2022-07-29,2,63.0,11600,552.0,"Else Alfelts Vej 59, 5. tv, 2300 København S",2300,55.61902607,12.57070695
1770009242177009,2022-07-26,2,58.0,11200,579.0,"Richard Mortensens Vej 58A, 2. mf, 2300 København S",2300,55.61902607,12.57070695
101341_270216,2022-11-01,1,68.0,11200,494.0,"Gammel Køge Landevej 22A, 2. 5, 2500 Valby",2500,55.65954305,12.51464219
1770009245177009,2022-08-10,2,76.0,13200,521.0,"Else Alfelts Vej 57, 5. tv, 2300 København S",2300,55.61902607,12.57070695
10-X00019633426001,2022-07-22,2,76.0,11750,476.0,"Ørestads Boulevard 188, 7. 4, 2300 København S",2300,55.61987977,12.57494312
10-X00019643426001,2022-10-15,2,58.0,11000,569.0,"Richard Mortensens Vej 42, 3. 1, 2300 København S",2300,55.62057061,12.57080827
10-X00019663426001,2022-10-15,4,114.0,14900,392.0,"Else Alfelts Vej 39N, 2300 København S",2300,55.62058134,12.57025787
113422(1650),2023-09-01,3,135.0,16500,367.0,"Fiolstræde 21, 4., 1171 København K",1171,55.68186027,12.5720593
1770009248177009,2022-09-15,4,99.0,16400,497.0,"Teglholmsgade 56, 5. th, 2450 København SV",2450,55.65005917,12.55540819
1770009250177009,2022-07-25,4,107.0,13700,384.0,"Else Alfelts Vej 59, 1. th, 2300 København S",2300,55.61902607,12.57070695
10-X00019673426001,2022-10-15,3,78.0,11800,454.0,"Richard Mortensens Vej 40, 2. 2, 2300 København S",2300,55.62070049,12.57084377
1770009253177009,2022-10-04,1,35.0,7950,681.0,"Poppelstykket 8, 4. 454, 2450 København SV",2450,55.6512869,12.51149568
1770009256177009,2022-09-01,3,94.0,14900,476.0,"Teglholmsgade 76, 3. th, 2450 København SV",2450,55.64992876,12.55462179
101345_270216,2022-11-01,4,108.0,16500,458.0,"Gammel Køge Landevej 22R, 2. th, 2500 Valby",2500,55.65930765,12.51459044
1770009164177009,2022-12-20,4,91.0,15300,504.0,"Halldór Laxness Vej 18, 4. tv, 2300 København S",2300,55.63759825,12.58153146
1770009263177009,2022-11-22,3,83.0,14000,506.0,"Michael Strunges Vej 18, 4. mf, 2300 København S",2300,55.63759825,12.58153146
1770009265177009,2022-08-02,2,72.0,12000,500.0,"Halldór Laxness Vej 18, 4. th, 2300 København S",2300,55.63759825,12.58153146
1770008817177009,2022-08-10,1,31.0,8600,832.0,"Amerikavej 19A, 2. 205, 1756 København V",1756,55.66899705,12.54217717
1770009276177009,2022-08-18,3,88.0,14700,501.0,"Strandlodsvej 11K, 1. th, 2300 København S",2300,55.66645737,12.62099821
1770009277177009,2022-09-11,1,33.0,8600,782.0,"Amerikavej 19C, 2. 227, 1756 København V",1756,55.66899705,12.54217717
1770009278177009,2022-07-28,1,31.0,8600,832.0,"Amerikavej 19A, 3. 305, 1756 København V",1756,55.66899705,12.54217717
1770009280177009,2023-03-07,4,132.0,17250,392.0,"Strandlodsvej 17A, st. tv, 2300 København S",2300,55.66469902,12.62250075
10-X00019743426001,2022-08-26,2,56.0,11100,595.0,"Ørestads Boulevard 49B, 10. 3, 2300 København S",2300,55.63657896,12.58304572
10-X00019753426001,2022-11-01,2,69.0,11000,478.0,"Ørestads Boulevard 49S, 7. 5, 2300 København S",2300,55.63614138,12.58291536
1770009282177009,2022-10-27,2,53.0,11500,651.0,"Halldór Laxness Vej 40, st. tv, 2300 København S",2300,55.63759825,12.58153146
1770009283177009,2022-08-01,3,76.0,13000,513.0,"Halldór Laxness Vej 40, 1. tv, 2300 København S",2300,55.63759825,12.58153146
1770009285177009,2023-02-06,4,114.0,17500,461.0,"Ørestads Boulevard 42C, 4. th, 2300 København S",2300,55.63759825,12.58153146
1770009284177009,2022-08-01,2,55.0,11800,644.0,"Halldór Laxness Vej 42, 2. th, 2300 København S",2300,55.63759825,12.58153146
1770009287177009,2022-09-13,4,117.0,18500,474.0,"Ved Amagerbanen 33D, 2300 København S",2300,55.66565724,12.62705824
1770009290177009,2022-08-15,2,52.0,11200,646.0,"Søndre Fasanvej 90, 4. 408, 2500 Valby",2500,55.66769246,12.51667676
1770009292177009,2022-08-11,4,134.0,28000,627.0,"Teglholmens Østkaj 138, 2450 København SV",2450,55.64977939,12.55636426
1770009294177009,2022-10-12,1,29.0,7300,755.0,"Poul Bundgaards Vej 5, st. 10, 2500 Valby",2500,55.65926836,12.51011501
1770009266177009,2022-12-15,2,60.0,12900,645.0,"Ørestads Boulevard 42B, 5. th, 2300 København S",2300,55.63759825,12.58153146
199500004871995004,2022-08-11,4,137.0,22000,482.0,"Amager Strandvej 142D, 2. th, 2300 København S",2300,55.65844457,12.63452953
101353_270216,2022-09-01,4,105.0,16600,474.0,"Gammel Køge Landevej 22T, 6. th, 2500 Valby",2500,55.65918556,12.51448311
101354_270216,2022-11-01,3,102.0,14800,435.0,"Gammel Køge Landevej 22Z, 1. th, 2500 Valby",2500,55.65890993,12.51400763
101355_270216,2022-09-15,3,121.0,15800,392.0,"Gammel Køge Landevej 20G, 5. tv, 2500 Valby",2500,55.6602557,12.5147721
1770009312177009,2022-08-16,3,102.0,14300,421.0,"Richard Mortensens Vej 80, 8. th, 2300 København S",2300,55.61775628,12.56884475
101356_270216,2022-10-01,4,114.0,16000,421.0,"Montagehalsvej 6, 1. tv, 2500 Valby",2500,55.65934654,12.51301134
101357_270216,2022-09-01,4,109.0,17400,479.0,"Lergravsvej 40, 1. th, 2300 København S",2300,55.6636208,12.62458755
11803264,2022-10-15,3,105.0,17550,501.0,"Marmorvej 11A, st. TH, 2100 København Ø",2100,55.70434314,12.59395742
11802658,2022-03-01,4,97.0,15950,493.0,"Ved Stigbordene 41, st. TH, 2450 København SV",2450,55.64390243,12.55037063
11802745,2022-05-01,3,96.0,16500,516.0,"Alliancevej 11, 3, tv, st., 2450 København SV",2450,55.6487712,12.55193747
11802901,2022-08-01,4,121.0,19750,490.0,"Ved Stigbordene 13, 5. tv., st., 2450 København SV",2450,55.64491238,12.54751702
11802939,2022-09-01,4,109.0,21950,604.0,"Nordre Teglkaj 16, st. TV, 2450 København SV",2450,55.65415949,12.55004768
11802975,2022-09-01,5,166.0,20000,361.0,"Etta Camerons Vej 3, st., 2450 København SV",2450,55.64593516,12.54766396
11803129,2022-10-01,4,112.0,19500,522.0,"Alliancevej 35, 5. tv., st., 2450 København SV",2450,55.6482888,12.55356288
11803132,2022-09-01,2,82.0,12900,472.0,"A.C. Meyers Vænge 140, 2. th. , st., 2450 København SV",2450,55.65144463,12.54126573
11803137,2022-10-01,3,93.0,18000,581.0,"Alliancevej 31, 6. tv. , st., 2450 København SV",2450,55.6482888,12.55356288
11803153,2022-09-01,3,89.0,14500,489.0,"Ved Stigbordene 23, 2. tv. , st., 2450 København SV",2450,55.64491238,12.54751702
11803168,2022-08-01,5,154.0,20950,408.0,"Ved Stigbordene 29, 1. th. , st., 2450 København SV",2450,55.64466862,12.54832141
11803171,2022-11-01,3,89.0,15500,522.0,"Otto Brandenburgs Vej 26, st. th. , st., 2450 København SV",2450,55.64477389,12.5505917
11803182,2022-10-01,3,76.0,13750,543.0,"Otto Brandenburgs Vej 112, st. mf., st., 2450 København SV",2450,55.64410404,12.55103122
11803274,2022-09-01,2,76.0,13400,529.0,"Alliancevej 17, st., 2450 København SV",2450,55.64843342,12.55310278
1770009327177009,2022-09-26,4,90.0,13500,450.0,"Gertrude Steins Vej 30, 1. th, 2300 København S",2300,55.63968386,12.58268348
11803330,2022-10-01,2,57.0,13495,710.0,"J. C. Jakobsens Gade 34, 2. dør 2., st., 1799 København V",1799,55.66570829,12.53279914
11803332,2022-10-01,3,78.0,16250,625.0,"Fadet 16, st., 1799 København V",1799,55.66536397,12.53273468
11803175,2022-11-15,2,64.0,12500,586.0,"H.V. Nyholms Vej 17, st. TH, 2000 Frederiksberg",2000,55.67992558,12.51337163
1770009328177009,2022-08-09,3,71.0,12500,528.0,"Halldór Laxness Vej 40, 1. mf, 2300 København S",2300,55.63759825,12.58153146
101361_270216,2022-11-01,3,99.0,16600,503.0,"Lergravsvej 34, 2. tv, 2300 København S",2300,55.66363627,12.62374778
10-X00019843426001,2022-11-01,2,76.0,12150,480.0,"Ørestads Boulevard 192, 7. 2, 2300 København S",2300,55.61967749,12.57486478
10-X00019853426001,2022-10-15,2,59.0,11100,564.0,"Else Alfelts Vej 37, 3. 4, 2300 København S",2300,55.62078032,12.56938804
1770009331177009,2022-08-09,2,53.0,11200,634.0,"Halldór Laxness Vej 40, 1. th, 2300 København S",2300,55.63759825,12.58153146
1770009332177009,2022-11-24,3,71.0,13600,575.0,"Halldór Laxness Vej 40, 2. mf, 2300 København S",2300,55.63759825,12.58153146
11803342,2022-12-01,4,123.0,20150,491.0,"Applebys Plads 4, st. th., st., 1411 København K",1411,55.67102688,12.5856469
1770009355177009,2022-09-11,3,83.0,15000,542.0,"Strandlodsvej 11G, 5. th, 2300 København S",2300,55.66645737,12.62099821
1770009341177009,2022-08-23,3,110.0,20900,570.0,"Amerika Plads 30B, 1. 3, 2100 København Ø",2100,55.70000037,12.59439544
1770009366177009,2022-08-15,3,101.0,13900,413.0,"Ved Amagerbanen 37C, st., 2300 København S",2300,55.66530682,12.62658402
1770009367177009,2022-08-15,3,88.0,15200,518.0,"Strandlodsvej 11K, 5. th, 2300 København S",2300,55.66645737,12.62099821
1770009369177009,2022-09-27,2,76.0,13700,541.0,"Ved Amagerbanen 21C, 5. tv, 2300 København S",2300,55.66670573,12.62533695
1770009372177009,2022-09-07,4,106.0,15500,439.0,"Richard Mortensens Vej 78D, 6. th, 2300 København S",2300,55.61775628,12.56884475
1770009375177009,2022-09-01,1,29.0,7600,786.0,"Poul Bundgaards Vej 5, 2. 61, 2500 Valby",2500,55.65926836,12.51011501
1770009376177009,2022-10-12,1,29.0,7800,807.0,"Poul Bundgaards Vej 5, 4. 111, 2500 Valby",2500,55.65926836,12.51011501
1770008006177009,2022-08-11,2,56.0,11900,638.0,"Halldór Laxness Vej 25, 1. th, 2300 København S",2300,55.63732693,12.58110163
1770009393177009,2023-01-13,5,135.0,18500,411.0,"Robert Jacobsens Vej 24, 6., 2300 København S",2300,55.62195651,12.57283507
11803344,2022-12-01,3,144.0,18950,395.0,"Marmorvej 47, st. TV, 2100 København Ø",2100,55.70397019,12.59603339
11803343,2022-10-01,4,112.0,16200,434.0,"Dieselvej 28, 4. mf. , st., 2450 København SV",2450,55.65093422,12.55477993
1770008802177009,2022-08-17,2,52.0,11100,640.0,"Søndre Fasanvej 90, 3. 308, 2500 Valby",2500,55.66769246,12.51667676
1770009398177009,2022-10-04,2,54.0,11900,661.0,"Halldor Laxness Vej 21, 1. th, 2300 København S",2300,55.63701608,12.58025869
113722(1650),2022-09-01,3,83.0,15500,560.0,"Dronningens Tværgade 40, 2. th, 1302 København K",1302,55.68479189,12.58517793
1770009400177009,2022-09-15,1,30.0,7100,710.0,"Poul Reichhardts Vej 2B, st. 12, 2500 Valby",2500,55.65571596,12.51155621
17-X00012083532001,2022-11-15,5,120.0,14800,370.0,"Midtfløjene 18V, st. 1, 2700 Brønshøj",2700,55.7195034,12.48160376
17-X00012093532001,2022-11-15,2,62.0,9700,469.0,"Midtfløjene 18V, st. 2, 2700 Brønshøj",2700,55.7195034,12.48160376
17-X00012103532001,2022-11-15,3,81.0,10800,400.0,"Midtfløjene 18V, st. 3, 2700 Brønshøj",2700,55.7195034,12.48160376
17-X00012113532001,2009-11-15,3,80.0,10800,405.0,"Midtfløjene 18V, st. 4, 2700 Brønshøj",2700,55.7195034,12.48160376
17-X00012173532001,2022-11-15,5,120.0,14900,372.0,"Midtfløjene 18V, 1. 1, 2700 Brønshøj",2700,55.7195034,12.48160376
17-X00012183532001,2022-11-15,3,69.0,10400,452.0,"Midtfløjene 18V, 1. 2, 2700 Brønshøj",2700,55.7195034,12.48160376
17-X00012193532001,2022-11-15,3,84.0,11050,395.0,"Midtfløjene 18V, 1. 3, 2700 Brønshøj",2700,55.7195034,12.48160376
17-X00012203532001,2022-11-15,3,80.0,11000,412.0,"Midtfløjene 18V, 1. 4, 2700 Brønshøj",2700,55.7195034,12.48160376
17-X00012253532001,2022-09-01,5,120.0,14950,374.0,"Midtfløjene 18V, 2. 1, 2700 Brønshøj",2700,55.7195034,12.48160376
1770009357177009,2022-09-08,3,89.0,15500,522.0,"Strandlodsvej 27B, 9. th, 2300 København S",2300,55.66645737,12.62099821
101364_270216,2022-10-01,3,101.0,14800,440.0,"Gearhalsvej 6, 1. tv, 2500 Valby",2500,55.6601491,12.51465389
17-X00012273532001,2022-11-15,3,84.0,11150,398.0,"Midtfløjene 18V, 2. 3, 2700 Brønshøj",2700,55.7195034,12.48160376
17-X00012283532001,2022-11-15,3,80.0,11100,416.0,"Midtfløjene 18V, 2. 4, 2700 Brønshøj",2700,55.7195034,12.48160376
17-X00012333532001,2022-11-15,5,120.0,15350,384.0,"Midtfløjene 18V, 3. 1, 2700 Brønshøj",2700,55.7195034,12.48160376
17-X00012343532001,2022-11-15,3,69.0,10800,470.0,"Midtfløjene 18V, 3. 2, 2700 Brønshøj",2700,55.7195034,12.48160376
17-X00012353532001,2022-11-15,3,84.0,11450,409.0,"Midtfløjene 18V, 3. 3, 2700 Brønshøj",2700,55.7195034,12.48160376
17-X00012363532001,2022-11-15,3,80.0,11400,428.0,"Midtfløjene 18V, 3. 4, 2700 Brønshøj",2700,55.7195034,12.48160376
11803351,2022-11-01,4,107.0,16100,451.0,"Alliancevej 9, 2. th. , st., 2450 København SV",2450,55.6487712,12.55193747
17-X00012043532001,2022-11-15,3,81.0,10800,400.0,"Midtfløjene 18X, st. 2, 2700 Brønshøj",2700,55.71966159,12.48170721
17-X00012053532001,2022-11-15,3,80.0,10800,405.0,"Midtfløjene 18X, st. 1, 2700 Brønshøj",2700,55.71966159,12.48170721
17-X00012063532001,2022-11-15,2,62.0,9700,469.0,"Midtfløjene 18X, st. 3, 2700 Brønshøj",2700,55.71966159,12.48170721
17-X00012073532001,2022-11-15,5,120.0,14800,370.0,"Midtfløjene 18X, st. 4, 2700 Brønshøj",2700,55.71966159,12.48170721
17-X00012123532001,2022-11-15,3,84.0,11050,395.0,"Midtfløjene 18X, 1. 2, 2700 Brønshøj",2700,55.71966159,12.48170721
17-X00012133532001,2022-11-15,3,80.0,11000,412.0,"Midtfløjene 18X, 1. 1, 2700 Brønshøj",2700,55.71966159,12.48170721
17-X00012143532001,2022-11-15,3,69.0,10400,452.0,"Midtfløjene 18X, 1. 3, 2700 Brønshøj",2700,55.71966159,12.48170721
17-X00012163532001,2022-11-15,5,120.0,14900,372.0,"Midtfløjene 18X, 1. 4, 2700 Brønshøj",2700,55.71966159,12.48170721
17-X00012223532001,2022-11-15,3,80.0,11100,416.0,"Midtfløjene 18X, 2. 1, 2700 Brønshøj",2700,55.71966159,12.48170721
17-X00012233532001,2022-11-15,3,69.0,10500,457.0,"Midtfløjene 18X, 2. 3, 2700 Brønshøj",2700,55.71966159,12.48170721
17-X00012243532001,2022-11-15,5,120.0,14950,374.0,"Midtfløjene 18X, 2. 4, 2700 Brønshøj",2700,55.71966159,12.48170721
17-X00012303532001,2022-11-15,3,80.0,11400,428.0,"Midtfløjene 18X, 3. 1, 2700 Brønshøj",2700,55.71966159,12.48170721
17-X00012293532001,2022-11-15,3,84.0,11450,409.0,"Midtfløjene 18X, 3. 2, 2700 Brønshøj",2700,55.71966159,12.48170721
17-X00012373532001,2022-11-15,3,69.0,10800,470.0,"Midtfløjene 18X, 3. 3, 2700 Brønshøj",2700,55.71966159,12.48170721
17-X00012323532001,2022-11-15,5,120.0,15350,384.0,"Midtfløjene 18X, 3. 4, 2700 Brønshøj",2700,55.71966159,12.48170721
KK-012(2521),2022-10-01,2,65.0,11166,515.0,"Robert Jacobsens Vej 34, 1. tv, 2300 København S",2300,55.62143713,12.57337096
10-X00019913426001,2022-10-15,5,115.0,15300,399.0,"Richard Mortensens Vej 42, 2. 4, 2300 København S",2300,55.62057061,12.57080827
1770009422177009,2022-09-07,5,105.0,15400,440.0,"Richard Mortensens Vej 54, 1. th, 2300 København S",2300,55.61902607,12.57070695
1770009424177009,2022-12-06,5,133.0,18900,426.0,"Ved Amagerbanen 35B, 1. th, 2300 København S",2300,55.66546337,12.62724058
1770009425177009,2022-08-22,2,57.0,11100,584.0,"Ved Amagerbanen 35C, st., 2300 København S",2300,55.66528045,12.62687365
1770009427177009,2022-10-27,4,117.0,18500,474.0,"Ved Amagerbanen 33B, 2300 København S",2300,55.66546337,12.62724058
1770009428177009,2022-09-07,1,35.0,7850,673.0,"Poppelstykket 8, 2. 243, 2450 København SV",2450,55.65155462,12.51174547
1770009431177009,2022-11-07,2,53.0,11950,676.0,"Gertrude Steins Vej 28, 3. 3, 2300 København S",2300,55.63968386,12.58268348
1770009432177009,2022-09-12,3,93.0,13400,432.0,"Ørestads Boulevard 36, 2. 3, 2300 København S",2300,55.63968386,12.58268348
1770009444177009,2022-09-22,2,57.0,10200,537.0,"Else Alfelts Vej 34B, 1. 2, 2300 København S",2300,55.62182981,12.56801557
1770009446177009,2022-09-22,4,79.0,12700,482.0,"Else Alfelts Vej 34B, 1. 1, 2300 København S",2300,55.62182981,12.56801557
1770009447177009,2022-08-16,3,69.0,11300,491.0,"Else Alfelts Vej 34A, st. 3, 2300 København S",2300,55.62182981,12.56801557
