rooms ,area ,rent  ,street                        ,zip_code ,latitude          ,longitude
4,95,13750,Gadelandet,2700,55.711801,12.480088
4,92,14150,Gadelandet,2700,55.711801,12.480088
4,99,14050,Gadelandet,2700,55.7115422,12.4809887
4,91,14150,Gadelandet,2700,55.711801,12.480088
4,93,13700,Gadelandet,2700,55.7115422,12.4809887
4,97,14250,Gadelandet,2700,55.711801,12.480088
3,72,12100,Gadelandet,2700,55.7110946,12.4792902
3,104,16200,Teglholmens Østkaj,2450,55.64917459999998,12.5549727
4,96,16500,Else Alfelts Vej,2300,55.6194089,12.5679844
3,69,13600,Michael Strunges Vej,2300,55.6378413,12.5811397
2,63,11800,Emma Gads Vej,2300,55.6349421,12.579119
4,97,14400,Aage Knudsens Strøg,2610,55.6889548,12.4492456
3,99,14050,Ørestads Boulevard,2300,55.636709,12.582897
1,60,14500,Siljangade,2300,55.668717,12.61303
2,64,11050,Else Alfelts Vej,2300,55.6174184,12.5663495
2,65,11550,Else Alfelts Vej,2300,55.6174184,12.5663495
2,63,11150,Else Alfelts Vej,2300,55.6174184,12.5663495
4,140,17900,Martha Christensens Vej,2300,55.63817479999999,12.5815966
4,103,15200,Else Alfelts Vej,2300,55.6194089,12.5679844
3,65,13500,Michael Strunges Vej,2300,55.6378413,12.5811397
2,68,11900,Emma Gads Vej,2300,55.6378971,12.5807138
2,52,11400,Michael Strunges Vej,2300,55.6378413,12.5811397
2,59,12200,Emma Gads Vej,2300,55.638214,12.58092
3,72,13200,Emma Gads Vej,2300,55.6383072,12.5812413
2,62,11050,Kaffevej,2610,55.6764488,12.4364167
1,64,10800,Kattesundet,1458,55.67729019999999,12.5711598
4,94,14050,Børge Olsens Plads,2610,55.67117589999999,12.4728844
2,60,12300,Emma Gads Vej,2300,55.6349421,12.579119
4,108,16500,Else Alfelts Vej,2300,55.6194089,12.5679844
2,68,12600,Emma Gads Vej,2300,55.6378427,12.580475
5,111,16400,Else Alfelts Vej,2300,55.6189696,12.5678022
4,93,12900,Gadelandet,2700,55.7115422,12.4809887
3,78,13800,Michael Strunges Vej,2300,55.6377494,12.5810511
2,68,12300,Michael Strunges Vej,2300,55.6377548,12.580868
3,70,14100,Emma Gads Vej,2300,55.638214,12.58092
2,52,11900,Michael Strunges Vej,2300,55.6379214,12.5813706
3,85,13900,Michael Strunges Vej,2300,55.6377494,12.5810511
3,70,13450,Else Alfelts Vej,2300,55.619128,12.5686257
2,64,12000,Emma Gads Vej,2300,55.638214,12.58092
3,69,13200,Michael Strunges Vej,2300,55.6379214,12.5813706
4,105,16100,Emma Gads Vej,2300,55.6378427,12.580475
3,96,14200,Martha Christensens Vej,2300,55.63817479999999,12.5815966
3,77,13400,Michael Strunges Vej,2300,55.6380014,12.581605
4,104,17000,Teglholmens Østkaj,2450,55.64899639999999,12.5542239
4,102,17100,Teglholmens Østkaj,2450,55.6491747,12.553826
5,117,16400,Else Alfelts Vej,2300,55.6189696,12.5678022
2,63,12925,Robert Jacobsens Vej,2300,55.6183723,12.5731109
4,103,18200,Else Alfelts Vej,2300,55.6188717,12.5687311
2,59,11700,Emma Gads Vej,2300,55.638214,12.58092
4,140,18200,Martha Christensens Vej,2300,55.63817479999999,12.5815966
3,104,16200,Teglholmens Østkaj,2450,55.64917459999998,12.5549727
2,67,12400,Rødovre Port,2610,55.665523,12.456098
3,86,14100,Rødovre Port,2610,55.66552309999999,12.4561091
3,83,13100,Rødovre Port,2610,55.6652287,12.4562051
4,94,14050,Børge Olsens Plads,2610,55.67117589999999,12.4728844
2,52,12000,Michael Strunges Vej,2300,55.6378413,12.5811397
4,103,14950,Else Alfelts Vej,2300,55.6194089,12.5679844
3,94,13900,Michael Strunges Vej,2300,55.6380014,12.581605
3,118,17900,Ved Stigbordene,2450,55.6440075,12.5498165
2,52,11800,Michael Strunges Vej,2300,55.6378413,12.5811397
3,77,13900,Emma Gads Vej,2300,55.6382372,12.5813561
2,64,12200,Emma Gads Vej,2300,55.6381171,12.5807981
3,70,14100,Emma Gads Vej,2300,55.638214,12.58092
2,68,12600,Emma Gads Vej,2300,55.6378427,12.580475
2,68,12300,Michael Strunges Vej,2300,55.6377548,12.580868
3,78,13800,Michael Strunges Vej,2300,55.6377494,12.5810511
2,59,11700,Emma Gads Vej,2300,55.638214,12.58092
3,85,13900,Michael Strunges Vej,2300,55.6377494,12.5810511
2,52,11400,Michael Strunges Vej,2300,55.6378413,12.5811397
2,52,11900,Michael Strunges Vej,2300,55.6379214,12.5813706
3,72,13200,Emma Gads Vej,2300,55.6383072,12.5812413
3,94,13900,Michael Strunges Vej,2300,55.6380014,12.581605
3,77,13900,Emma Gads Vej,2300,55.6382372,12.5813561
2,66,12300,Emma Gads Vej,2300,55.6382372,12.5813561
3,70,13700,Emma Gads Vej,2300,55.6379972,12.5807523
4,95,17400,Emma Gads Vej,2300,55.6349421,12.579119
3,74,14200,Emma Gads Vej,2300,55.6381171,12.5807981
2,79,13000,Martha Christensens Vej,2300,55.63817479999999,12.5815966
4,109,17300,Michael Strunges Vej,2300,55.6376636,12.5807748
2,68,12400,Emma Gads Vej,2300,55.6378971,12.5807138
2,68,12500,Michael Strunges Vej,2300,55.6377548,12.580868
2,60,11900,Michael Strunges Vej,2300,55.6377548,12.580868
3,65,13300,Michael Strunges Vej,2300,55.6378413,12.5811397
4,118,16600,Martha Christensens Vej,2300,55.63817479999999,12.5815966
3,70,14200,Emma Gads Vej,2300,55.638214,12.58092
2,65,11800,Emma Gads Vej,2300,55.6379972,12.5807523
3,76,14700,Emma Gads Vej,2300,55.6383253,12.5809902
4,95,16900,Emma Gads Vej,2300,55.6349421,12.579119
2,58,12100,Emma Gads Vej,2300,55.6383253,12.5809902
4,114,16600,Mørkhøjvej,2860,55.7276015,12.4734342
4,105,16000,Else Alfelts Vej,2300,55.6196375,12.5681577
2,64,12500,Emma Gads Vej,2300,55.6381171,12.5807981
4,103,17800,Else Alfelts Vej,2300,55.6188717,12.5687311
2,73,13000,Tagensvej,2200,55.7052857,12.543816
2,64,11350,Else Alfelts Vej,2300,55.6174184,12.5663495
2,64,11450,Else Alfelts Vej,2300,55.6174184,12.5663495
4,103,18200,Else Alfelts Vej,2300,55.6188717,12.5687311
3,97,14995,Teglholmsgade,2450,55.6524298,12.5454418
3,107,19300,Alliancevej,2450,55.64826249999999,12.5526494
4,103,17800,Else Alfelts Vej,2300,55.6188717,12.5687311
4,113,17100,Michael Strunges Vej,2300,55.6380014,12.581605
2,60,12200,Emma Gads Vej,2300,55.6379972,12.5807523
2,57,12200,Emma Gads Vej,2300,55.6383072,12.5812413
4,94,14300,Rødovre Port,2610,55.6655224,12.4560313
2,63,12500,Emma Gads Vej,2300,55.6349421,12.579119
3,97,14900,Else Alfelts Vej,2300,55.6194089,12.5679844
2,68,12000,Emma Gads Vej,2300,55.6378971,12.5807138
2,64,12200,Emma Gads Vej,2300,55.6381171,12.5807981
2,52,11800,Michael Strunges Vej,2300,55.6378413,12.5811397
2,66,12300,Emma Gads Vej,2300,55.6382372,12.5813561
3,108,14600,Martha Christensens Vej,2300,55.63817479999999,12.5815966
3,78,14000,Emma Gads Vej,2300,55.6382372,12.5813561
2,66,12950,Emma Gads Vej,2300,55.6382372,12.5813561
2,61,11700,Emma Gads Vej,2300,55.6378971,12.5807138
2,59,12300,Emma Gads Vej,2300,55.638214,12.58092
2,79,13400,Martha Christensens Vej,2300,55.63817479999999,12.5815966
3,69,13525,Robert Jacobsens Vej,2300,55.6183723,12.5731109
2,59,11800,Michael Strunges Vej,2300,55.6379214,12.5813706
2,64,13200,Emma Gads Vej,2300,55.6378427,12.580475
2,67,12400,Emma Gads Vej,2300,55.6378427,12.580475
3,95,14400,Michael Strunges Vej,2300,55.6376636,12.5807748
2,64,11350,Else Alfelts Vej,2300,55.6174184,12.5663495
2,64,11450,Else Alfelts Vej,2300,55.6174184,12.5663495
2,57,12200,Emma Gads Vej,2300,55.6383149,12.5810963
3,72,13700,Emma Gads Vej,2300,55.6383072,12.5812413
3,100,15000,Martha Christensens Vej,2300,55.63817479999999,12.5815966
4,95,17000,Emma Gads Vej,2300,55.6349421,12.579119
2,58,12200,Emma Gads Vej,2300,55.6383253,12.5809902
2,61,12100,Michael Strunges Vej,2300,55.6377548,12.580868
4,95,16800,Emma Gads Vej,2300,55.6349421,12.579119
4,113,17200,Michael Strunges Vej,2300,55.6380014,12.581605
3,78,13700,Michael Strunges Vej,2300,55.6377494,12.5810511
2,95,12995,Nørregårdsbakken,2610,55.6902767,12.4619402
2,68,12600,Emma Gads Vej,2300,55.6378971,12.5807138
2,79,13400,Martha Christensens Vej,2300,55.63817479999999,12.5815966
3,108,14600,Martha Christensens Vej,2300,55.63817479999999,12.5815966
2,66,12950,Emma Gads Vej,2300,55.6382372,12.5813561
3,100,15000,Martha Christensens Vej,2300,55.63817479999999,12.5815966
2,57,12200,Emma Gads Vej,2300,55.6383149,12.5810963
3,72,13700,Emma Gads Vej,2300,55.6383072,12.5812413
4,104,17000,Teglholmens Østkaj,2450,55.64899639999999,12.5542239
3,72,13300,Emma Gads Vej,2300,55.6383072,12.5812413
4,103,17800,Else Alfelts Vej,2300,55.6188717,12.5687311
2,67,12200,Michael Strunges Vej,2300,55.6376636,12.5807748
4,102,17100,Teglholmens Østkaj,2450,55.6491747,12.553826
4,118,16700,Martha Christensens Vej,2300,55.63817479999999,12.5815966
3,78,14100,Emma Gads Vej,2300,55.6382372,12.5813561
3,72,13400,Emma Gads Vej,2300,55.6383072,12.5812413
3,69,13200,Emma Gads Vej,2300,55.6382372,12.5813561
4,105,14600,Aage Knudsens Strøg,2610,55.6889548,12.4492456
2,66,12400,Emma Gads Vej,2300,55.6382372,12.5813561
5,143,17400,Næsbyvej,2610,55.68367019999999,12.4539491
3,78,14100,Emma Gads Vej,2300,55.6382372,12.5813561
3,72,13400,Emma Gads Vej,2300,55.6383072,12.5812413
3,69,13200,Emma Gads Vej,2300,55.6382372,12.5813561
3,108,14700,Martha Christensens Vej,2300,55.63817479999999,12.5815966
5,127,16150,Islev Have,2610,55.70582719999999,12.4338754
4,103,18200,Else Alfelts Vej,2300,55.6188717,12.5687311
2,66,12000,J.P.E. Hartmanns Allé,2500,55.6645071,12.5023539
3,70,13700,Emma Gads Vej,2300,55.638214,12.58092
3,70,13600,Emma Gads Vej,2300,55.638214,12.58092
3,75,14600,Emma Gads Vej,2300,55.6378427,12.580475
2,57,11800,Emma Gads Vej,2300,55.6383149,12.5810963
3,69,13600,Michael Strunges Vej,2300,55.6379214,12.5813706
4,95,17100,Emma Gads Vej,2300,55.6349421,12.579119
3,65,13200,Michael Strunges Vej,2300,55.6379214,12.5813706
3,93,13500,Irmavej,2610,55.67708469999999,12.4342427
3,74,14300,Emma Gads Vej,2300,55.6381171,12.5807981
3,74,13700,Emma Gads Vej,2300,55.6381171,12.5807981
3,69,13300,Michael Strunges Vej,2300,55.6378413,12.5811397
4,95,17100,Emma Gads Vej,2300,55.6349421,12.579119
3,70,13600,Emma Gads Vej,2300,55.638214,12.58092
3,74,13700,Emma Gads Vej,2300,55.6381171,12.5807981
3,75,14600,Emma Gads Vej,2300,55.6378427,12.580475
3,65,13200,Michael Strunges Vej,2300,55.6379214,12.5813706
3,69,13600,Michael Strunges Vej,2300,55.6379214,12.5813706
2,57,11800,Emma Gads Vej,2300,55.6383149,12.5810963
5,142,17400,Blomsterstræde,2610,55.6889548,12.4492456
5,127,16650,Islev Have,2610,55.70582719999999,12.4338754
4,113,14150,Ørestads Boulevard,2300,55.6341002,12.5807025
3,70,14400,Emma Gads Vej,2300,55.638214,12.58092
4,105,17200,Emma Gads Vej,2300,55.6378427,12.580475
4,113,17000,Michael Strunges Vej,2300,55.6380014,12.581605
4,113,17400,Michael Strunges Vej,2300,55.6380014,12.581605
3,96,14900,Martha Christensens Vej,2300,55.63817479999999,12.5815966
4,109,16800,Michael Strunges Vej,2300,55.6376636,12.5807748
4,279,40000,Hambros Allé,2900,55.737793,12.578525
1,77,13000,Klareboderne,1115,55.6812487,12.5788233
1,63,13500,Evanstonevej,2900,55.7229139,12.5785582
2,64,12000,J.P.E. Hartmanns Allé,2500,55.6645071,12.5023539
2,77,12000,Mosedalvej,2500,55.6674428,12.5138447
2,66,12000,J.P.E. Hartmanns Allé,2500,55.6645071,12.5023539
2,48,11400,Tagensvej,2200,55.7053782,12.5434519
5,163,35000,Vester Voldgade,1552,55.6778869,12.5666458
4,119,15150,Islev Have,2610,55.7056577,12.433742
4,118,15650,Islev Have,2610,55.70531949999999,12.4338441
1,76,13000,Nygårdsvej,2100,55.7118505,12.571288
1,49,9500,greisvej,2300,55.6460652,12.6253066
1,51,12500,Vedbækgade,2200,55.6965733,12.5438973
2,88,14500,Storegårdsvej,2700,55.7124239,12.474915
3,152,24000,Constantin Hansens Gade,1799,55.66828109999999,12.5347518
1,104,17500,Ryesgade,2100,55.6942988,12.5703607
5,398,65000,Galionsvej,1437,55.6797854,12.6034251
1,63,12900,Folkvarsvej,2000,55.6828216,12.5339178
3,152,25000,Amerika Plads,2100,55.6992158,12.5935413
4,103,18200,Else Afelts Vej,2300,55.6188717,12.5687311
5,117,16400,Else Alfelts Vej,2300,55.6189696,12.5678022
4,96,16500,Else Afelts Vej,2300,55.6194089,12.5679844
3,115,18500,Islands Brygge,2300,55.6625574,12.5711003
3,139,18750,Auroravej,2610,55.6761934,12.4719775
3,224,26000,Høyrups Allé,2900,55.739478,12.578802
2,106,18000,Islands Brygge,2300,55.6625574,12.5711003
1,58,13000,Vestbanevej,2500,55.6645724,12.5214109
3,140,23000,Store Kongensgade,1264,55.6861282,12.5892638
3,156,22500,Nørrebrogade,2200,55.6935403,12.5500641
3,68,5700,Birkegade,2200,55.69000149999999,12.5580169
2,54,6800,Århusgade,2100,55.7058677,12.5789113
2,66,5260,Vigerslevvej,2500,55.64824180000001,12.4923804
3,78,4900,Solnavej,2860,55.74344610000001,12.5017358
2,74,18000,Frederiksvej,2000,55.675306,12.51815
