rooms ,area ,rent  ,street                        ,zip_code ,latitude          ,longitude
1,41,7900,Rødovre Port,2610,55.6652533,12.4572514
5,126,16379,Robert Jacobsens Vej,2300,55.6213523,12.5724367
4,112,15000,Ørestads Boulevard,2300,55.6383592,12.5836597
1,29,7400,Poul Bundgaards Vej,2500,55.6591062,12.5100733
4,97,13300,Gyngemose Parkvej,2860,55.7273179,12.474743
2,43,10200,Poppelstykket,2450,55.6513066,12.5111867
2,69,17000,Fadet,1799,55.6651981,12.533776
4,108,16500,Else Afelts Vej,2300,55.6194089,12.5679844
3,103,20900,Halmtorvet,1700,55.6681457,12.556642
1,51,8250,Støberigade,2450,55.6495537,12.5514972
3,103,14717,Sundholmsvej,2300,55.662119,12.5964019
2,71,11000,Frederikssundsvej,2700,55.71214740000001,12.4720823
3,96,20000,Fadet,1799,55.6654905,12.5312492
1,5,5000,Sjælør Boulevard,2500,55.6542461,12.5249733
3,92,15640,Ben Websters Vej,2450,55.6465652,12.5520061
5,109,16200,Clara Pontoppidans Vej,2500,55.6580394,12.5123552
5,114,16650,Gyldenrisvej,2300,55.6414026,12.609965
3,106,16900,Oscar Pettifords Vej,2450,55.64702399999998,12.555362
1,47,9200,Tagensvej,2200,55.7053782,12.5434519
1,88,18000,Dronningens Tværgade,1302,55.6841189,12.5853513
4,113,19779,Theodore Roosevelts Vej,2450,55.6588408,12.5593666
1,45,11000,.sal,1850,55.675918,12.5431115
3,88,13900,Tagensvej,2200,55.7052857,12.543816
1,5,5000,Sjælør Boulevard,2500,55.6542461,12.5249733
2,43,9600,Poppelstykket,2450,55.6515557,12.5119233
3,95,14900,Michael Strunges Vej,2300,55.6376636,12.5807748
3,94,17800,Applebys Plads,1411,55.670568,12.585183
4,114,16249,Elstarvej,2500,55.6569091,12.5014271
3,107,18500,Billedvej,2150,55.7070983,12.594016
1,44,9000,Søndre Fasanvej,2500,55.6678805,12.5169621
4,173,28800,Bag Elefanterne,1799,55.6675632,12.5317266
1,37,7800,Domus Vista,2000,55.6710648,12.5013937
1,49,8500,Domus Vista,2000,55.6710648,12.5013937
1,102,17500,Amerika Plads,2100,55.7002933,12.5951914
4,134,17250,Auroravej,2610,55.6761934,12.4719775
1,32,6250,Gyngemose Parkvej,2860,55.7272197,12.4792895
2,62,15250,Pasteursvej,1799,55.6655781,12.5338493
2,158,25000,Galionsvej,1437,55.6797854,12.6034251
4,120,16575,Glamsbjergvej,2770,55.6339304,12.5970708
3,83,12600,Irmavej,2610,55.67698309999999,12.4362041
4,134,17250,Auroravej,2610,55.6761934,12.4719775
5,152,22000,Dronningens Tværgade,1302,55.6841189,12.5853513
1,39,8510,Svend Trøsts Vej,1912,55.67942499999998,12.5514368
3,82,13900,Else Alfelts Vej,2300,55.6168704,12.5660394
4,130,16500,Ved Sportspladsen,2610,55.7071051,12.4452805
5,130,23300,Anker Heegaards Gade,1571,55.6715493,12.5733981
1,35,8200,Teglholmsgade,2450,55.6521553,12.5492342
2,48,11400,Tagensvej,2200,55.7052857,12.543816
3,107,24500,Store Kongensgade,1264,55.6861975,12.5893134
4,133,22167,Billedvej,2150,55.7070983,12.594016
1,37,8195,Nordre Fasanvej,2000,55.6953574,12.5347536
1,35,6650,Rabarbervej,2400,55.69525160000001,12.5235729
3,102,18380,Nørrebrogade,2200,55.6886018,12.5594177
1,55,8800,Støberigade,2450,55.6495537,12.5514972
2,53,10350,Gadelandet,2700,55.7110946,12.4792902
4,103,14000,Gadelandet,2700,55.7112397,12.4802508
3,77,18500,Sofiegade,1418,55.6713957,12.5898148
3,119,21000,Dampfærgevej,2100,55.6977766,12.5949786
3,84,13900,Håbets Allé,2700,55.7037954,12.5035542
1,47,8018,Rabarbervej,2400,55.69546219999999,12.5245579
4,118,17900,Ved Stigbordene,2450,55.64423499999998,12.5490012
4,93,15529,Margretheholmsvej,1432,55.68535010000001,12.6154643
2,43,9800,Rødovre Port,2610,55.66509569999998,12.4561535
4,117,19566,Jane Addams Vej,2450,55.6582265,12.5605041
2,52,11400,Michael Strunges Vej,2300,55.6378413,12.5811397
2,60,11800,Emma Gads Vej,2300,55.6349421,12.579119
2,62,11000,Kaffevej,2610,55.6764488,12.4364167
4,93,13700,Gadelandet,2700,55.7115422,12.4809887
4,110,16000,Ved Stigbordene,2450,55.6444675,12.5482247
1,43,10000,Else Alfelts Vej,2300,55.6165207,12.5662034
4,117,16946,Poppelstykket,2450,55.652386,12.5119906
4,108,14200,Else Alfelts Vej,2300,55.6186733,12.5677053
2,79,14015,C V E Knuths Vej,2900,55.73273889999999,12.5617231
2,142,24000,Petersborgvej,2100,55.7009546,12.5818511
4,114,16995,Glamsbjergvej,2770,55.6334885,12.5973234
3,108,18750,Rådhuspladsen,1550,55.676448,12.5696853
6,276,40000,Bredgade,1260,55.6864627,12.5918263
3,110,17500,Borrebyvej,2700,55.6978981,12.4938518
5,185,31000,Store Kongensgade,1264,55.68718269999999,12.590373
3,69,12900,Amager Landevej,2770,55.6375594,12.6189119
2,70,12750,Else Alfelts Vej,2300,55.6184668,12.5667396
6,130,18800,Vigerslev Alle,2500,55.6576533,12.488401
1,35,8000,Katrinedalsvej,2720,55.6884355,12.4915581
5,192,29598,Margrethevej,2900,55.734451,12.573912
2,194,32000,Tuborg Bakkedrag,2900,55.7269719,12.5776945
2,105,17087,Venøgade,2100,55.7125374,12.564038
2,83,12000,Irmavej,2610,,
4,223,30000,Lille Strandstræde,1254,55.6805911,12.5896164
2,73,11775,Asger Jorns Allé,2300,55.6198497,12.5742963
1,32,6350,Gyngemose Parkvej,2860,55.7272197,12.4792895
4,103,14000,Gadelandet,2700,55.7112397,12.4802508
1,48,9700,Siljangade,2300,55.668717,12.61303
3,143,19900,Islands Brygge,2300,55.6630647,12.5715268
2,76,11650,Gladsaxevej,2860,55.73960899999999,12.48682
4,104,14200,Børge Olsens Plads,2610,55.67117589999999,12.4728844
4,113,16900,Vestre Teglgade,2450,55.6531338,12.5481159
4,129,16100,Irmavej,2610,55.6770177,12.4355482
2,71,13500,Else Alfelts Vej,2300,55.6168704,12.5660394
4,162,32000,Bredgade,1260,55.68629259999999,12.5916465
5,120,18910,Poul Reumert Vej,2500,55.657128,12.5099171
2,110,19000,Nyhavn,1051,55.6797463,12.5897147
4,103,14800,Else Afelts Vej,2300,55.6194089,12.5679844
3,71,12600,Gyngemose Parkvej,2860,55.7275956,12.479145
4,101,14400,C.F. Møllers Allé,2300,55.6354348,12.5771515
1,38,9300,Øresundsvej,2300,55.6606262,12.6136963
3,86,14708,Njalsgade,2300,55.6630951,12.5935843
2,111,16409,Dirch Passers Allé,2000,55.6848351,12.5011087
3,124,18900,Amerika Plads,2100,55.6991961,12.5936566
2,74,12950,Etta Camerons Vej,2450,55.6461064,12.5473264
4,118,15495,Auroravej,2610,55.6761934,12.4719775
3,69,13100,Fanny Jensens Plads,2450,55.650043,12.53649
3,125,22000,Vesterbrogade,1660,55.6723452,12.5522773
3,107,20800,Anker Heegaards Gade,1571,55.67184349999999,12.5727964
4,128,18350,Parmagade,2300,55.652689,12.6126369
4,106,16300,Alliancevej,2450,55.6488185,12.5519254
3,91,15825,Alliancevej,2450,55.647958,12.5532168
1,38,9300,Øresundsvej,2300,55.6606262,12.6136963
3,88,13600,Cylindervej,2450,55.6523094,12.5564647
5,93,14535,Brønshøjholms Alle,2700,55.7053392,12.5013934
2,91,17500,Anker Heegaards Gade,1571,55.67184349999999,12.5727964
2,68,10600,Gadelandet,2700,55.7115422,12.4809887
1,90,18500,Flaskehalsen,1799,55.6649338,12.5358033
2,64,10450,Else Alfelts Vej,2300,55.6174184,12.5663495
5,123,16705,Robert Jacobsens Vej,2300,55.6217108,12.5729561
4,93,14150,Gadelandet,2700,55.711801,12.480088
5,191,25000,Nybrogade,1203,55.67620650000001,12.5758119
2,64,11250,Else Alfelts Vej,2300,55.6174184,12.5663495
3,90,13630,Glostervej,2500,55.653873,12.5036409
4,115,15195,Ringholmvej,2700,55.6979558,12.505872
3,66,13300,Robert Jacobsens Vej,2300,55.6205107,12.5735633
2,69,12500,Omøgade,2100,55.7117107,12.5633948
4,96,13900,Gadelandet,2700,55.711801,12.480088
2,71,11525,Irmavej,2610,55.6770177,12.4355482
5,211,29935,Aurehøjvej,2900,55.73531,12.5743569
1,43,8385,Frederikssundsvej,2400,55.7012191,12.5357119
4,213,34613,Amaliegade,1256,55.68272940000001,12.592367
4,111,16600,Strandlodsvej,2300,55.66315549999998,12.6238577
3,113,14300,Ørestad Boulevard,2300,55.6403311,12.5829753
3,69,14000,Njalsgade,2300,55.6635534,12.5909995
1,28,8200,Njalsgade,2300,55.6635534,12.5909995
3,81,13332,Summerredvej,2500,55.66084129999999,12.5030899
4,99,15786,Summerredvej,2500,55.66084129999999,12.5030899
4,97,15572,Jernæblevej,2500,55.66084129999999,12.5030899
2,75,11800,Ørestads Boulevard,2300,55.6199038,12.5750425
3,101,14517,Robert Jacobsens Vej,2300,55.6214217,12.5734165
1,31,7400,Gl. Køge Landevej,2500,55.6557304,12.5115847
2,59,11250,Ørestads Boulevard,2300,55.636709,12.582897
4,92,15362,Margretheholmsvej,1432,55.685241,12.6153608
4,106,14861,Robert Jacobsens Vej,2300,55.6178099,12.572924
3,125,22500,Hellerupvej,2900,55.7328086,12.565759
2,62,10950,Kaffevej,2610,55.6764488,12.4364167
4,132,24400,Alliancevej,2450,55.6484742,12.5528649
1,32,6350,Gyngemose Parkvej,2860,55.7272197,12.4792895
2,76,11700,Aage Knudsens Strøg,2610,55.6889548,12.4492456
5,114,15900,Asger Jorns Allé,2300,55.6194587,12.5724371
1,33,7400,Gl. Køge Landevej,2500,55.6557304,12.5115847
1,36,8200,Lærkevej,2400,55.7017902,12.5305111
2,108,22900,Tuborg Bakkedrag,2900,55.7269719,12.5776945
3,66,13300,Robert Jacobsens Vej,2300,55.6183723,12.5731109
1,39,8510,Svend Trøsts Vej,1912,55.67942499999998,12.5514368
1,87,12000,Hvidovrevej,2610,55.66550650000001,12.474306
3,108,17565,Nytorv,1450,55.6777785,12.5734097
3,121,20200,Nytorv,1450,55.6778296,12.5732055
1,43,10200,Else Alfelts Vej,2300,55.6165207,12.5662034
3,178,26000,Kronprinsensgade,1114,55.6806323,12.5792638
3,108,14300,Martha Christensens Vej,2300,55.63817479999999,12.5815966
3,145,30000,Sundkaj,2150,55.70938959999999,12.5992513
3,108,16300,Gammel Køge Landevej,2500,55.6597608,12.515062
1,35,6700,Preben Kaas' Vænge,2000,55.68412619999999,12.502215
6,231,31451,Jagtvej,2100,55.7079811,12.5725324
5,131,19500,Alliancevej,2450,55.64826249999999,12.5526494
3,102,14000,Børge Olsens Plads,2610,55.67117589999999,12.4728844
1,50,8240,Frederikssundsvej,2400,55.7012191,12.5357119
3,103,22500,Wilders Plads,1403,55.675466,12.5935361
3,96,17700,Marmorvej,2100,55.70434729999998,12.5939842
4,126,20008,Theodore Roosevelts Vej,2450,55.6490514,12.5352729
4,103,17975,Alliancevej,2450,55.6478803,12.5529079
1,28,8500,Njalsgade,2300,55.6635534,12.5909995
2,74,12180,Asger Jorns Allé,2300,55.6198497,12.5742963
3,123,13775,Ørestads Boulevard,2300,55.636709,12.582897
1,43,10300,Else Alfelts Vej,2300,55.6165207,12.5662034
3,107,16200,Artillerivej,2300,,
2,114,15470,Ørestads Boulevard,2300,55.6345623,12.5820972
3,93,12900,Hannemanns Allé,2300,55.626185,12.5762249
2,88,13000,Tagensvej,2200,55.7053782,12.5434519
3,167,32000,Bredgade,1260,55.68629259999999,12.5916465
2,149,26900,Islands Brygge,2300,55.657744,12.5674161
1,35,8200,Teglholmsgade,2450,55.6521553,12.5492342
1,31,6250,Gyngemose Parkvej,2860,55.7272847,12.4799332
3,85,13300,Kaffevej,2610,55.6764488,12.4364167
2,69,12700,Emma Gads Vej,2300,55.6383253,12.5809902
4,122,20500,Marmorvej,2100,55.703983,12.5963263
1,43,9192,Svend Trøsts Vej,1912,55.67942499999998,12.5514368
2,76,13170,Islands Brygge,2300,55.6618119,12.5696679
5,128,19733,Peter Bangs Vej,2000,55.678026,12.494112
4,222,38200,Nyhavn,1051,55.6806338,12.588782
2,62,10950,Kaffevej,2610,55.6764488,12.4364167
1,43,10300,Else Alfelts Vej,2300,55.6165207,12.5662034
3,95,16950,A.C. Meyers Vænge,2450,55.651292,12.5421514
3,129,20500,Serridslevvej,2100,55.7062895,12.5730619
4,194,26152,Købmagergade,1150,55.68022329999999,12.5786041
4,95,13900,Gadelandet,2700,55.711801,12.480088
2,104,15000,Gallionsvej,1434,55.6795334,12.6031002
3,90,13474,Gyngemose Parkvej,2860,55.72606219999999,12.478646
4,88,14950,Kenny,2450,55.645205,12.5505185
4,88,14150,Gadelandet,2700,55.7115422,12.4809887
5,125,16000,Else Alfelts Vej,2300,55.6165207,12.5662034
3,65,14032,Njalsgade,2300,55.6630951,12.5935843
3,142,17875,Nørregårdsbakken,2610,55.6889548,12.4492456
3,77,14150,Else Alfelts Vej,2300,55.6213288,12.5687915
1,50,10000,Siljangade,2300,55.6683925,12.6129895
6,231,31451,Jagtvej,2100,55.7079811,12.5725324
1,41,10200,Vanløse Allé,2720,55.6884627,12.4943031
1,32,7600,Gl. Køge Landevej,2500,55.6557304,12.5115847
2,52,10500,Gadelandet,2700,55.7104602,12.4844416
2,62,10050,Kaffevej,2610,55.6764488,12.4364167
4,134,20150,Artillerivej,2300,55.6534925,12.567663
1,60,14000,Jacob Erlandsensgade,2100,55.7075135,12.5762157
3,175,21000,Strandboulevarden,2100,55.70220149999999,12.5854249
2,62,11100,Kaffevej,2610,55.6764488,12.4364167
3,89,13400,Else Alfelts Vej,2300,55.6165207,12.5662034
3,68,12050,Gadelandet,2700,55.7110946,12.4792902
3,97,12900,Næsbyvej,2610,55.68367019999999,12.4539491
2,43,10300,Poppelstykket,2450,55.6513066,12.5111867
3,83,12500,Irmavej,2610,55.6768296,12.4364329
4,222,39600,Nyhavn,1051,55.6806338,12.588782
4,92,14100,Else Alfelts Vej,2300,55.6199784,12.5687888
2,32,10400,Finsensvej,2000,55.68118870000001,12.5186236
2,67,12834,Theodore Roosevelts Vej,2450,55.6490514,12.5352729
2,73,17000,Midtermolen,2100,55.6973271,12.5977247
3,92,14200,Pladehals Allé,2450,55.65626529999999,12.5508607
5,126,16500,Gadelandet,2700,55.7115422,12.4809887
4,148,40352,Sorgenfrigade,2200,55.69572640000002,12.5451098
8,288,27500,H.C. Andersens Boulevard,1553,55.6723128,12.5755243
3,113,14750,Ørestad Boulevard,2300,55.6403311,12.5829753
3,83,12300,Gadelandet,2700,55.7115422,12.4809887
2,156,38500,Overgaden Neden Vandet,1414,55.6712751,12.5881021
3,115,20000,Tom Kristensens Vej,2300,55.6608551,12.5860188
4,107,13900,Halldór Laxness Vej,2300,55.6357535,12.5803116
5,153,17150,Islev Have,2610,55.7053399,12.4349145
4,97,14150,Gadelandet,2700,55.711801,12.480088
4,118,17700,Poul Hartlings Gade,2300,55.659795,12.5707249
3,84,13600,Else Alfelts Vej,2300,55.6166712,12.5659635
3,76,13400,Emma Gads Vej,2300,55.6383149,12.5810963
1,47,8916,Frederikssundsvej,2400,55.7012191,12.5357119
1,31,10700,Store Kongensgade,1264,55.686301,12.5895689
1,35,8222,Svend Trøsts Vej,1912,55.67942499999998,12.5514368
4,89,15300,Fanny Jensens Plads,2450,55.650152,12.536134
4,100,17200,Michael Strunges Vej,2300,55.6377956,12.5818321
3,91,14000,Emma Gads Vej,2300,55.6378427,12.580475
2,48,11100,Tagensvej,2200,55.7053782,12.5434519
3,79,11250,Gadelandet,2700,55.7115422,12.4809887
1,44,9000,Søndre Fasanvej,2500,55.6678805,12.5169621
4,125,15750,Amagerbrogade,2300,55.646049,12.6148433
4,98,14000,Gunnekær,2610,55.6824224,12.4545671
4,103,13737,Kaffevej,2610,55.6764212,12.436609
3,83,12600,Irmavej,2610,55.6768504,12.4362196
2,65,10850,Else Alfelts Vej,2300,55.6174184,12.5663495
4,142,24950,Frederiksholms Kanal,1220,55.6757545,12.5751119
1,28,7930,Jorisvej,2300,55.645948,12.6361201
2,80,11495,Møllevangen,2610,55.70502029999999,12.4332312
2,73,11495,Møllevangen,2610,55.70502029999999,12.4332312
3,179,24395,Frederiksborggade,1360,55.683237,12.5730659
4,106,14100,Gunnekær,2610,55.6823339,12.4555474
1,66,11200,Robert Jacobsens Vej,2300,55.6170201,12.5720075
4,101,15350,Else Alfelts Vej,2300,55.6184668,12.5667396
3,83,12300,Gadelandet,2700,55.7115422,12.4809887
2,124,25000,Store Kongensgade,1264,55.684587,12.5876529
3,89,13600,Pladehals Allé,2450,55.6555135,12.5478871
2,81,18500,Gærtorvet,1799,55.66745599999999,12.531951
3,68,12050,Gadelandet,2700,55.7110946,12.4792902
3,84,14500,Ørestads Boulevard,2300,55.6398911,12.5829104
2,82,12850,Teglholmsgade,2450,55.6524298,12.5454418
3,96,13900,Belvederekaj,2450,55.6551698,12.5528129
1,38,9300,Øresundsvej,2300,55.6606262,12.6136963
3,90,14100,Axel Strøbyes Vej,2500,55.6595393,12.5107216
4,93,13750,Korsdalsvej,2610,55.67595439999998,12.4345681
4,106,14100,Gunnekær,2610,55.6821946,12.4551941
5,153,17150,Islev Have,2610,55.7053399,12.4349145
5,139,18995,Auroravej,2610,55.6761934,12.4719775
4,112,16800,Mørkhøjvej,2860,55.7272128,12.4727846
2,71,11795,Ringholmvej,2700,55.6978078,12.5050491
3,96,15084,Theodore Roosevelts Vej,2450,55.6490514,12.5352729
2,85,17700,EDISONSVEJ,1856,55.6772129,12.5374067
3,90,14100,Pladehals Allé,2450,55.65614,12.5505884
2,43,10250,Poppelstykket,2450,55.6515557,12.5119233
5,184,29992,H.C. Ørsteds Vej,1879,55.6844562,12.5511643
2,156,38500,Overgaden Neden Vandet,1414,55.6712751,12.5881021
3,92,14000,Vestre Teglgade,2450,55.6550887,12.5478424
3,95,17400,Marmorvej,2100,55.70416119999999,12.5967695
4,250,35800,Nyborggade,2100,55.7096154,12.5784702
3,80,13350,Else Alfelts Vej,2300,55.6174184,12.5663495
3,134,23500,Christian Winthers vej,1860,55.680604,12.5343078
5,122,25000,Strandvejen,2900,55.74175810000001,12.5788831
2,50,10500,Gadelandet,2700,55.7110946,12.4792902
3,89,13600,Pladehals Allé,2450,55.6555135,12.5478871
4,99,16536,Faste Batteri Vej,2300,55.6644927,12.5914391
4,95,13600,Irmavej,2610,55.6770283,12.4365878
3,68,12100,Gadelandet,2700,55.7110946,12.4792902
4,93,14900,Robert Jacobsens Vej,2300,55.6194679,12.5725148
1,28,7926,Jorisvej,2300,55.645948,12.6361201
2,107,19000,Herluf Trolles Gade,1052,55.6787562,12.5906441
5,133,18700,Else Alfelts Vej,2300,55.6180045,12.5665812
4,114,15400,Cylindervej,2450,55.6523094,12.5564647
3,69,13650,Oldenborggade,2300,55.664898,12.611405
2,53,11100,Ørestads Boulevard,2300,55.636709,12.582897
2,59,11300,Ørestads Boulevard,2300,55.636709,12.582897
4,117,21000,Borgmester Jensens Allé,2100,55.7065271,12.5727084
4,168,21950,H.C.,1553,55.67417270000001,12.5701383
2,67,12500,Etta Camerons Vej,2450,55.64548809999999,12.5457852
2,64,10550,Else Alfelts Vej,2300,55.6174184,12.5663495
2,110,19000,Strandvejen,2900,55.7336298,12.5749077
3,89,13300,Else Alfelts Vej,2300,55.6174425,12.5681058
4,100,16995,Teglholmsgade,2450,55.6527296,12.5454339
5,126,14800,Hyld Ager,2770,55.60709,12.593329
5,265,35000,Store Kongensgade,1264,55.6861282,12.5892638
4,136,18900,Glostervej,2500,55.6539886,12.5045368
4,103,14950,Else Alfelts Vej,2300,55.6194089,12.5679844
6,139,16900,Else Sørensens Vej,2610,55.68368220000001,12.4586118
1,162,22275,Nørrebrogade,2200,55.6946944,12.5488979
2,62,10950,Kaffevej,2610,55.6764488,12.4364167
4,118,17200,Ved Stigbordene,2450,55.6441232,12.5494484
4,88,13850,Gadelandet,2700,55.7115422,12.4809887
9,365,59500,Sankt Annæ Plads,1250,55.6822485,12.5898895
4,115,20100,Alliancevej,2450,55.647958,12.5532168
4,117,19176,Theodore Roosevelts Vej,2450,55.6490514,12.5352729
4,113,15595,Ringholmvej,2700,55.697421,12.5051432
1,36,8393,Svend Trøsts Vej,1912,55.67942499999998,12.5514368
2,29,10600,Finsensvej,2000,55.68118870000001,12.5186236
4,117,21000,Borgmester Jensens Allé,2100,55.7065271,12.5727084
2,82,12850,Teglholmsgade,2450,55.6524298,12.5454418
1,38,9300,Øresundsvej,2300,55.6606262,12.6136963
4,136,18900,Glostervej,2500,55.6539886,12.5045368
4,101,13957,Hannemanns Allé,2300,55.626185,12.5762249
2,74,10995,Møllevangen,2610,55.7051143,12.4353148
3,119,19240,Marguerite Vibys Plads,2000,55.6838768,12.5040415
3,67,13700,Halldór Laxness Vej,2300,55.637524,12.5814868
3,76,13600,Emma Gads Vej,2300,55.6383149,12.5810963
3,114,14800,Bygården,2700,55.71770009999998,12.4878235
3,97,12900,Næsbyvej,2610,55.68367019999999,12.4539491
2,111,18520,Islands Brygge,2300,55.6618119,12.5696679
2,43,10250,Poppelstykket,2450,55.6515557,12.5119233
1,32,7334,Theklavej,2400,55.70550189999999,12.5271191
1,162,22275,Nørrebrogade,2200,55.6946944,12.5488979
3,76,13400,Emma Gads Vej,2300,55.6383149,12.5810963
4,100,17200,Michael Strunges Vej,2300,55.6377956,12.5818321
3,91,14000,Emma Gads Vej,2300,55.6378427,12.580475
2,52,10100,Gadelandet,2700,55.7104602,12.4844416
1,28,7927,Jorisvej,2300,55.645948,12.6361201
2,141,30000,Strandgade,1401,55.67720509999998,12.5965392
3,79,11250,Gadelandet,2700,55.7115422,12.4809887
1,44,9000,Søndre Fasanvej,2500,55.6678805,12.5169621
2,140,27000,Baunegårdsvej,2900,55.740025,12.5519331
2,43,11000,Tagensvej,2200,55.7052857,12.543816
2,79,13825,Irmavej,2610,55.6770177,12.4355482
2,129,22500,Pakhusvej,2100,55.6975083,12.5935901
2,68,11400,Gunnekær,2610,55.68256179999998,12.4561229
4,104,17200,Teglholmens Østkaj,2450,55.64917459999998,12.5549727
2,148,22000,Marskensgade,2100,55.7070483,12.5761134
3,105,14300,Irmavej,2610,55.6770177,12.4355482
2,64,10350,Else Alfelts Vej,2300,55.6174184,12.5663495
2,57,11700,Emma Gads Vej,2300,55.6383149,12.5810963
4,165,35000,Herluf Trolles Gade,1052,55.6792378,12.5892065
4,111,17200,Vestre Teglgade,2450,55.6531338,12.5481159
1,35,8250,Katrinedalsvej,2720,55.688441,12.4914759
4,103,15100,Ørestads Boulevard,2300,55.636709,12.582897
4,102,14000,Gadelandet,2700,55.7112397,12.4802508
2,91,13484,Theodore Roosevelts Vej,2450,55.6490514,12.5352729
3,108,13400,Gladsaxevej,2860,55.7387222,12.4888173
3,100,14600,Andrea Brochmanns Gade,2450,55.650208,12.533693
2,64,11350,Else Alfelts Vej,2300,55.6174184,12.5663495
3,192,100000,Martin Luther Kings Vej,2450,55.657782,12.5621198
4,102,16800,Teglholmens Østkaj,2450,55.6491747,12.553826
4,117,15200,Ørestad Boulevard,2300,55.6403311,12.5829753
4,111,16200,Vestre Teglgade,2450,55.6531338,12.5481159
4,128,17900,Otto Brandenburgs Vej,2450,55.6448797,12.5506094
6,139,16900,Else Sørensens Vej,2610,55.68368220000001,12.4586118
5,133,18700,Else Alfelts Vej,2300,55.6180045,12.5665812
3,100,17850,Strandvejen,2100,55.7196919,12.5771189
3,65,14032,Njalsgade,2300,55.6630951,12.5935843
3,83,12500,Gadelandet,2700,55.7115422,12.4809887
3,83,13600,Etta Camerons Vej,2450,55.6459713,12.5460657
1,31,7400,Vanløse Allé,2720,55.6884627,12.4943031
3,183,29500,ØSTERBROGADE,2100,55.7077197,12.5770344
4,111,17200,Vestre Teglgade,2450,55.6531338,12.5481159
4,104,15000,Else Alfelts Vej,2300,55.6189696,12.5678022
3,69,13200,Fanny Jensens Plads,2450,55.650043,12.53649
2,65,11900,Richard Mortensens Vej,2300,55.61729010000002,12.5700323
6,195,35000,Store Kongensgade,1264,55.6825413,12.5859821
4,92,14100,Gadelandet,2700,55.711801,12.480088
3,89,14950,Poul,2500,55.6593381,12.5106728
4,96,13900,Hannemanns Allé,2300,55.626185,12.5762249
2,68,11400,Gunnekær,2610,55.68256179999998,12.4561229
5,139,18995,Auroravej,2610,55.6761934,12.4719775
3,90,13778,Gyngemose Parkvej,2860,55.7261207,12.478513
2,102,15300,JYLLINGEVEJ,2720,55.69189979999999,12.4835055
2,132,17000,Amagerbrogade,2300,55.6541904,12.6111424
1,69,12900,Montagehalsvej,2500,55.6592877,12.5138853
1,28,7957,Jorisvej,2300,55.645948,12.6361201
2,52,12200,Michael Strunges Vej,2300,55.6379214,12.5813706
1,52,9436,Frederikssundsvej,2400,55.7012191,12.5357119
3,69,13525,Robert Jacobsens Vej,2300,55.6202704,12.5734617
2,107,17500,Reventlowsgade,1651,55.671337,12.564363
1,28,7927,Jorisvej,2300,55.645948,12.6361201
3,98,18100,Marmorvej,2100,55.70376290000001,12.5955767
4,103,15400,Else Alfelts Vej,2300,55.6189696,12.5678022
1,126,17900,Kastelsvej,2100,55.6968808,12.5843399
3,92,13500,Irmavej,2610,55.6770177,12.4355482
5,169,18800,Amager Landevej,2770,55.636801,12.6186411
3,94,12995,Ørestads Boulevard,2300,55.636709,12.582897
3,153,30000,Frederiksgade,1265,55.6845082,12.5892592
5,127,17395,Ringholmvej,2700,55.6984402,12.5048056
3,153,19000,Bøllundvej,2770,55.6111462,12.5856906
4,111,16175,Glamsbjergvej,2770,55.6334885,12.5973234
3,108,19900,Mariendalsvej,2000,55.6909998,12.5318338
2,73,12630,Robert Jacobsens Vej,2300,55.6178099,12.572924
3,67,12800,Robert Jacobsens Vej,2300,55.6183723,12.5731109
3,86,15496,Njalsgade,2300,55.6630951,12.5935843
3,88,14300,Trekronergade,2500,55.652591,12.520118
3,113,14750,Ørestad Boulevard,2300,55.6403311,12.5829753
1,23,7150,C.F. Richs Vej,2000,55.68671,12.5039269
2,63,12470,Theodore Roosevelts Vej,2450,55.6490514,12.5352729
1,30,6250,Gyngemose Parkvej,2860,55.7272847,12.4799332
4,94,16450,Etta Camerons Vej,2450,55.64548809999999,12.5457852
1,52,9436,Frederikssundsvej,2400,55.7012191,12.5357119
4,103,15400,Else Alfelts Vej,2300,55.6189696,12.5678022
3,136,19995,Nørregårdsbakken,2610,55.6902767,12.4619402
4,113,15595,Ringholmvej,2700,55.697421,12.5051432
2,140,27000,Baunegårdsvej,2900,55.740025,12.5519331
4,120,15898,Kaffevej,2610,55.67641889999999,12.4364135
4,113,15800,Vestre Teglgade,2450,55.6541782,12.5490552
1,44,9200,Søndre Fasanvej,2500,55.6678805,12.5169621
4,119,15800,Ørestads Boulevard,2300,55.636709,12.582897
2,59,11300,Ørestads Boulevard,2300,55.636709,12.582897
2,83,12426,Gyngemose Parkvej,2860,55.7261207,12.478513
4,102,14450,Emma Gads Vej,2300,55.63596070000001,12.579753
3,68,12100,Gadelandet,2700,55.7110946,12.4792902
2,104,19000,Amerika Plads,2100,55.6991961,12.5936566
2,57,11700,Emma Gads Vej,2300,55.6383072,12.5812413
2,43,10250,Poppelstykket,2450,55.6513066,12.5111867
3,140,40100,Drechselsgade,2300,55.6576031,12.5680071
2,29,10600,Finsensvej,2000,55.68118870000001,12.5186236
3,76,11800,Gunnekær,2610,55.6822026,12.4546107
3,80,14500,Øresundsvej,2300,55.6630307,12.6269288
4,132,14781,Hyld Ager,2770,55.6066426,12.5926814
2,101,18500,Islands Brygge,2300,55.6625574,12.5711003
2,63,10950,Else Alfelts Vej,2300,55.6174184,12.5663495
